transaction_id,n_tests_triggered,tests_triggered,reasons
JE105158,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Marketing Spend' (IQR method)
JE102444,1,off_hours_weekend,Posted on weekend or outside business hours
JE106233,1,off_hours_weekend,Posted on weekend or outside business hours
JE103066,1,off_hours_weekend,Posted on weekend or outside business hours
JE107601,1,off_hours_weekend,Posted on weekend or outside business hours
JE104194,1,off_hours_weekend,Posted on weekend or outside business hours
JE106884,1,off_hours_weekend,Posted on weekend or outside business hours
JE105764,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE105374,1,off_hours_weekend,Posted on weekend or outside business hours
JE102197,1,off_hours_weekend,Posted on weekend or outside business hours
JE103049,1,off_hours_weekend,Posted on weekend or outside business hours
JE102789,1,off_hours_weekend,Posted on weekend or outside business hours
JE105773,1,off_hours_weekend,Posted on weekend or outside business hours
JE100151,1,off_hours_weekend,Posted on weekend or outside business hours
JE100551,1,off_hours_weekend,Posted on weekend or outside business hours
JE104808,1,off_hours_weekend,Posted on weekend or outside business hours
JE107376,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Travel & Expense' (IQR method)
JE102899,1,off_hours_weekend,Posted on weekend or outside business hours
JE106631,1,off_hours_weekend,Posted on weekend or outside business hours
JE100099,1,off_hours_weekend,Posted on weekend or outside business hours
JE104848,1,off_hours_weekend,Posted on weekend or outside business hours
JE107903,1,off_hours_weekend,Posted on weekend or outside business hours
JE107551,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE107559,1,off_hours_weekend,Posted on weekend or outside business hours
JE108115,3,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Office Supplies' (IQR method) | Month-end late-hour posting
JE104403,1,off_hours_weekend,Posted on weekend or outside business hours
JE100899,1,off_hours_weekend,Posted on weekend or outside business hours
JE105812,1,off_hours_weekend,Posted on weekend or outside business hours
JE102320,1,off_hours_weekend,Posted on weekend or outside business hours
JE103352,1,off_hours_weekend,Posted on weekend or outside business hours
JE107121,1,off_hours_weekend,Posted on weekend or outside business hours
JE106985,1,off_hours_weekend,Posted on weekend or outside business hours
JE103893,1,off_hours_weekend,Posted on weekend or outside business hours
JE100220,1,off_hours_weekend,Posted on weekend or outside business hours
JE105359,1,off_hours_weekend,Posted on weekend or outside business hours
JE106636,1,off_hours_weekend,Posted on weekend or outside business hours
JE106609,1,off_hours_weekend,Posted on weekend or outside business hours
JE100855,1,off_hours_weekend,Posted on weekend or outside business hours
JE105354,1,off_hours_weekend,Posted on weekend or outside business hours
JE106047,1,off_hours_weekend,Posted on weekend or outside business hours
JE105902,1,off_hours_weekend,Posted on weekend or outside business hours
JE106747,1,off_hours_weekend,Posted on weekend or outside business hours
JE107637,1,off_hours_weekend,Posted on weekend or outside business hours
JE101023,1,off_hours_weekend,Posted on weekend or outside business hours
JE106581,1,off_hours_weekend,Posted on weekend or outside business hours
JE108139,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE108041,1,off_hours_weekend,Posted on weekend or outside business hours
JE101109,1,off_hours_weekend,Posted on weekend or outside business hours
JE101238,1,off_hours_weekend,Posted on weekend or outside business hours
JE104627,1,off_hours_weekend,Posted on weekend or outside business hours
JE101523,1,off_hours_weekend,Posted on weekend or outside business hours
JE107377,1,off_hours_weekend,Posted on weekend or outside business hours
JE105133,1,off_hours_weekend,Posted on weekend or outside business hours
JE106046,1,off_hours_weekend,Posted on weekend or outside business hours
JE105938,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE104014,1,off_hours_weekend,Posted on weekend or outside business hours
JE101227,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE103563,1,off_hours_weekend,Posted on weekend or outside business hours
JE108037,1,off_hours_weekend,Posted on weekend or outside business hours
JE104949,1,off_hours_weekend,Posted on weekend or outside business hours
JE105345,1,off_hours_weekend,Posted on weekend or outside business hours
JE108103,3,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Consulting Fees' (IQR method) | Month-end late-hour posting
JE103769,1,off_hours_weekend,Posted on weekend or outside business hours
JE101860,1,off_hours_weekend,Posted on weekend or outside business hours
JE105082,1,off_hours_weekend,Posted on weekend or outside business hours
JE103717,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Accounts Receivable' (IQR method)
JE107193,1,off_hours_weekend,Posted on weekend or outside business hours
JE100548,1,off_hours_weekend,Posted on weekend or outside business hours
JE102797,1,off_hours_weekend,Posted on weekend or outside business hours
JE101439,1,off_hours_weekend,Posted on weekend or outside business hours
JE102979,1,off_hours_weekend,Posted on weekend or outside business hours
JE106560,1,off_hours_weekend,Posted on weekend or outside business hours
JE107720,1,off_hours_weekend,Posted on weekend or outside business hours
JE101365,1,off_hours_weekend,Posted on weekend or outside business hours
JE107467,1,off_hours_weekend,Posted on weekend or outside business hours
JE107466,1,off_hours_weekend,Posted on weekend or outside business hours
JE104190,1,off_hours_weekend,Posted on weekend or outside business hours
JE100528,1,off_hours_weekend,Posted on weekend or outside business hours
JE102006,1,off_hours_weekend,Posted on weekend or outside business hours
JE100507,1,off_hours_weekend,Posted on weekend or outside business hours
JE100111,1,off_hours_weekend,Posted on weekend or outside business hours
JE102997,1,off_hours_weekend,Posted on weekend or outside business hours
JE103529,1,off_hours_weekend,Posted on weekend or outside business hours
JE107063,1,off_hours_weekend,Posted on weekend or outside business hours
JE106934,1,off_hours_weekend,Posted on weekend or outside business hours
JE102024,1,off_hours_weekend,Posted on weekend or outside business hours
JE103898,1,off_hours_weekend,Posted on weekend or outside business hours
JE107721,1,off_hours_weekend,Posted on weekend or outside business hours
JE102015,1,off_hours_weekend,Posted on weekend or outside business hours
JE102440,1,off_hours_weekend,Posted on weekend or outside business hours
JE105761,1,off_hours_weekend,Posted on weekend or outside business hours
JE101934,1,off_hours_weekend,Posted on weekend or outside business hours
JE103863,1,off_hours_weekend,Posted on weekend or outside business hours
JE102510,1,off_hours_weekend,Posted on weekend or outside business hours
JE100859,1,off_hours_weekend,Posted on weekend or outside business hours
JE101359,1,off_hours_weekend,Posted on weekend or outside business hours
JE103536,1,off_hours_weekend,Posted on weekend or outside business hours
JE101080,1,off_hours_weekend,Posted on weekend or outside business hours
JE100908,1,off_hours_weekend,Posted on weekend or outside business hours
JE107008,1,off_hours_weekend,Posted on weekend or outside business hours
JE107131,1,off_hours_weekend,Posted on weekend or outside business hours
JE103280,1,off_hours_weekend,Posted on weekend or outside business hours
JE104663,1,off_hours_weekend,Posted on weekend or outside business hours
JE105650,1,off_hours_weekend,Posted on weekend or outside business hours
JE103072,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE104599,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE101492,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Inventory' (IQR method)
JE104662,1,off_hours_weekend,Posted on weekend or outside business hours
JE100264,1,off_hours_weekend,Posted on weekend or outside business hours
JE104734,1,off_hours_weekend,Posted on weekend or outside business hours
JE101254,1,off_hours_weekend,Posted on weekend or outside business hours
JE105683,1,off_hours_weekend,Posted on weekend or outside business hours
JE107047,1,off_hours_weekend,Posted on weekend or outside business hours
JE101414,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Utilities' (IQR method)
JE106143,1,off_hours_weekend,Posted on weekend or outside business hours
JE102782,1,off_hours_weekend,Posted on weekend or outside business hours
JE102918,1,off_hours_weekend,Posted on weekend or outside business hours
JE101468,1,off_hours_weekend,Posted on weekend or outside business hours
JE101029,1,off_hours_weekend,Posted on weekend or outside business hours
JE106874,1,off_hours_weekend,Posted on weekend or outside business hours
JE100708,1,off_hours_weekend,Posted on weekend or outside business hours
JE102004,1,off_hours_weekend,Posted on weekend or outside business hours
JE106483,1,off_hours_weekend,Posted on weekend or outside business hours
JE102201,1,off_hours_weekend,Posted on weekend or outside business hours
JE100775,1,off_hours_weekend,Posted on weekend or outside business hours
JE106663,1,off_hours_weekend,Posted on weekend or outside business hours
JE100491,1,off_hours_weekend,Posted on weekend or outside business hours
JE104003,1,off_hours_weekend,Posted on weekend or outside business hours
JE101090,1,off_hours_weekend,Posted on weekend or outside business hours
JE104243,1,off_hours_weekend,Posted on weekend or outside business hours
JE107773,1,off_hours_weekend,Posted on weekend or outside business hours
JE103673,1,off_hours_weekend,Posted on weekend or outside business hours
JE104633,1,off_hours_weekend,Posted on weekend or outside business hours
JE105199,1,off_hours_weekend,Posted on weekend or outside business hours
JE105058,1,off_hours_weekend,Posted on weekend or outside business hours
JE107886,1,off_hours_weekend,Posted on weekend or outside business hours
JE104053,1,off_hours_weekend,Posted on weekend or outside business hours
JE105724,1,off_hours_weekend,Posted on weekend or outside business hours
JE100656,1,off_hours_weekend,Posted on weekend or outside business hours
JE100612,1,off_hours_weekend,Posted on weekend or outside business hours
JE101987,1,off_hours_weekend,Posted on weekend or outside business hours
JE108047,1,off_hours_weekend,Posted on weekend or outside business hours
JE106399,1,off_hours_weekend,Posted on weekend or outside business hours
JE100990,1,off_hours_weekend,Posted on weekend or outside business hours
JE103021,1,off_hours_weekend,Posted on weekend or outside business hours
JE105856,1,off_hours_weekend,Posted on weekend or outside business hours
JE105373,1,off_hours_weekend,Posted on weekend or outside business hours
JE107927,1,off_hours_weekend,Posted on weekend or outside business hours
JE104026,1,off_hours_weekend,Posted on weekend or outside business hours
JE108138,3,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Accounts Receivable' (IQR method) | Month-end late-hour posting
JE101234,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Travel & Expense' (IQR method)
JE106204,1,off_hours_weekend,Posted on weekend or outside business hours
JE106014,1,off_hours_weekend,Posted on weekend or outside business hours
JE102950,1,off_hours_weekend,Posted on weekend or outside business hours
JE108049,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Accounts Payable' (IQR method)
JE106986,1,off_hours_weekend,Posted on weekend or outside business hours
JE101899,1,off_hours_weekend,Posted on weekend or outside business hours
JE107622,1,off_hours_weekend,Posted on weekend or outside business hours
JE102765,1,off_hours_weekend,Posted on weekend or outside business hours
JE106534,1,off_hours_weekend,Posted on weekend or outside business hours
JE104098,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE102069,1,off_hours_weekend,Posted on weekend or outside business hours
JE103134,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE101514,1,off_hours_weekend,Posted on weekend or outside business hours
JE101100,1,off_hours_weekend,Posted on weekend or outside business hours
JE104935,1,off_hours_weekend,Posted on weekend or outside business hours
JE106000,1,off_hours_weekend,Posted on weekend or outside business hours
JE107743,1,off_hours_weekend,Posted on weekend or outside business hours
JE106444,1,off_hours_weekend,Posted on weekend or outside business hours
JE106463,1,off_hours_weekend,Posted on weekend or outside business hours
JE101034,1,off_hours_weekend,Posted on weekend or outside business hours
JE105999,1,off_hours_weekend,Posted on weekend or outside business hours
JE108039,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Accounts Payable' (IQR method)
JE106956,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE102642,1,off_hours_weekend,Posted on weekend or outside business hours
JE103433,1,off_hours_weekend,Posted on weekend or outside business hours
JE102177,1,off_hours_weekend,Posted on weekend or outside business hours
JE100878,1,off_hours_weekend,Posted on weekend or outside business hours
JE105119,1,off_hours_weekend,Posted on weekend or outside business hours
JE102402,1,off_hours_weekend,Posted on weekend or outside business hours
JE103467,1,off_hours_weekend,Posted on weekend or outside business hours
JE100519,1,off_hours_weekend,Posted on weekend or outside business hours
JE105592,1,off_hours_weekend,Posted on weekend or outside business hours
JE104405,1,off_hours_weekend,Posted on weekend or outside business hours
JE102231,1,off_hours_weekend,Posted on weekend or outside business hours
JE108052,1,off_hours_weekend,Posted on weekend or outside business hours
JE106498,1,off_hours_weekend,Posted on weekend or outside business hours
JE102048,1,off_hours_weekend,Posted on weekend or outside business hours
JE102286,1,off_hours_weekend,Posted on weekend or outside business hours
JE106410,1,off_hours_weekend,Posted on weekend or outside business hours
JE104394,1,off_hours_weekend,Posted on weekend or outside business hours
JE107275,1,off_hours_weekend,Posted on weekend or outside business hours
JE100287,1,off_hours_weekend,Posted on weekend or outside business hours
JE104020,1,off_hours_weekend,Posted on weekend or outside business hours
JE106724,1,off_hours_weekend,Posted on weekend or outside business hours
JE105005,1,off_hours_weekend,Posted on weekend or outside business hours
JE103109,1,off_hours_weekend,Posted on weekend or outside business hours
JE101139,1,off_hours_weekend,Posted on weekend or outside business hours
JE101616,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Payroll' (IQR method)
JE100032,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Accounts Payable' (IQR method)
JE107765,1,off_hours_weekend,Posted on weekend or outside business hours
JE108121,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE104220,1,off_hours_weekend,Posted on weekend or outside business hours
JE102516,1,off_hours_weekend,Posted on weekend or outside business hours
JE104041,1,off_hours_weekend,Posted on weekend or outside business hours
JE107361,1,off_hours_weekend,Posted on weekend or outside business hours
JE105161,1,off_hours_weekend,Posted on weekend or outside business hours
JE104171,1,off_hours_weekend,Posted on weekend or outside business hours
JE105944,1,off_hours_weekend,Posted on weekend or outside business hours
JE107323,1,off_hours_weekend,Posted on weekend or outside business hours
JE106085,1,off_hours_weekend,Posted on weekend or outside business hours
JE106260,1,off_hours_weekend,Posted on weekend or outside business hours
JE104823,1,off_hours_weekend,Posted on weekend or outside business hours
JE108051,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Accounts Receivable' (IQR method)
JE104032,1,off_hours_weekend,Posted on weekend or outside business hours
JE103905,1,off_hours_weekend,Posted on weekend or outside business hours
JE101367,1,off_hours_weekend,Posted on weekend or outside business hours
JE106477,1,off_hours_weekend,Posted on weekend or outside business hours
JE104889,1,off_hours_weekend,Posted on weekend or outside business hours
JE105433,1,off_hours_weekend,Posted on weekend or outside business hours
JE105913,1,off_hours_weekend,Posted on weekend or outside business hours
JE105270,1,off_hours_weekend,Posted on weekend or outside business hours
JE103700,1,off_hours_weekend,Posted on weekend or outside business hours
JE101341,1,off_hours_weekend,Posted on weekend or outside business hours
JE104828,1,off_hours_weekend,Posted on weekend or outside business hours
JE104799,1,off_hours_weekend,Posted on weekend or outside business hours
JE102234,1,off_hours_weekend,Posted on weekend or outside business hours
JE101883,1,off_hours_weekend,Posted on weekend or outside business hours
JE104789,1,off_hours_weekend,Posted on weekend or outside business hours
JE100594,1,off_hours_weekend,Posted on weekend or outside business hours
JE100395,1,off_hours_weekend,Posted on weekend or outside business hours
JE105954,1,off_hours_weekend,Posted on weekend or outside business hours
JE104953,1,off_hours_weekend,Posted on weekend or outside business hours
JE107873,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Inventory' (IQR method)
JE103498,1,off_hours_weekend,Posted on weekend or outside business hours
JE103096,1,off_hours_weekend,Posted on weekend or outside business hours
JE108048,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Marketing Spend' (IQR method)
JE103513,1,off_hours_weekend,Posted on weekend or outside business hours
JE107163,1,off_hours_weekend,Posted on weekend or outside business hours
JE103403,1,off_hours_weekend,Posted on weekend or outside business hours
JE105983,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Consulting Fees' (IQR method)
JE103870,1,off_hours_weekend,Posted on weekend or outside business hours
JE103874,1,off_hours_weekend,Posted on weekend or outside business hours
JE104093,1,off_hours_weekend,Posted on weekend or outside business hours
JE106311,1,off_hours_weekend,Posted on weekend or outside business hours
JE104890,1,off_hours_weekend,Posted on weekend or outside business hours
JE102373,1,off_hours_weekend,Posted on weekend or outside business hours
JE105939,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE106453,1,off_hours_weekend,Posted on weekend or outside business hours
JE101038,1,off_hours_weekend,Posted on weekend or outside business hours
JE105393,1,off_hours_weekend,Posted on weekend or outside business hours
JE100026,1,off_hours_weekend,Posted on weekend or outside business hours
JE100506,1,off_hours_weekend,Posted on weekend or outside business hours
JE101561,1,off_hours_weekend,Posted on weekend or outside business hours
JE104683,1,off_hours_weekend,Posted on weekend or outside business hours
JE107800,1,off_hours_weekend,Posted on weekend or outside business hours
JE105746,1,off_hours_weekend,Posted on weekend or outside business hours
JE105171,1,off_hours_weekend,Posted on weekend or outside business hours
JE102616,1,off_hours_weekend,Posted on weekend or outside business hours
JE102486,1,off_hours_weekend,Posted on weekend or outside business hours
JE107994,1,off_hours_weekend,Posted on weekend or outside business hours
JE100873,1,off_hours_weekend,Posted on weekend or outside business hours
JE102820,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE100924,1,off_hours_weekend,Posted on weekend or outside business hours
JE104156,1,off_hours_weekend,Posted on weekend or outside business hours
JE103736,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE103604,1,off_hours_weekend,Posted on weekend or outside business hours
JE104325,1,off_hours_weekend,Posted on weekend or outside business hours
JE108113,3,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Utilities' (IQR method) | Month-end late-hour posting
JE103349,1,off_hours_weekend,Posted on weekend or outside business hours
JE105366,1,off_hours_weekend,Posted on weekend or outside business hours
JE106528,1,off_hours_weekend,Posted on weekend or outside business hours
JE107806,1,off_hours_weekend,Posted on weekend or outside business hours
JE100784,1,off_hours_weekend,Posted on weekend or outside business hours
JE104274,1,off_hours_weekend,Posted on weekend or outside business hours
JE100539,1,off_hours_weekend,Posted on weekend or outside business hours
JE101195,1,off_hours_weekend,Posted on weekend or outside business hours
JE104678,1,off_hours_weekend,Posted on weekend or outside business hours
JE104023,1,off_hours_weekend,Posted on weekend or outside business hours
JE100283,1,off_hours_weekend,Posted on weekend or outside business hours
JE100259,1,off_hours_weekend,Posted on weekend or outside business hours
JE105443,1,off_hours_weekend,Posted on weekend or outside business hours
JE107935,1,off_hours_weekend,Posted on weekend or outside business hours
JE102955,1,off_hours_weekend,Posted on weekend or outside business hours
JE108119,3,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Utilities' (IQR method) | Month-end late-hour posting
JE104401,1,off_hours_weekend,Posted on weekend or outside business hours
JE103576,1,off_hours_weekend,Posted on weekend or outside business hours
JE103607,1,off_hours_weekend,Posted on weekend or outside business hours
JE104506,1,off_hours_weekend,Posted on weekend or outside business hours
JE100926,1,off_hours_weekend,Posted on weekend or outside business hours
JE102580,1,off_hours_weekend,Posted on weekend or outside business hours
JE103326,1,off_hours_weekend,Posted on weekend or outside business hours
JE107207,1,off_hours_weekend,Posted on weekend or outside business hours
JE103464,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE104853,1,off_hours_weekend,Posted on weekend or outside business hours
JE107027,1,off_hours_weekend,Posted on weekend or outside business hours
JE104744,1,off_hours_weekend,Posted on weekend or outside business hours
JE101629,1,off_hours_weekend,Posted on weekend or outside business hours
JE101106,1,off_hours_weekend,Posted on weekend or outside business hours
JE101021,1,off_hours_weekend,Posted on weekend or outside business hours
JE106702,1,off_hours_weekend,Posted on weekend or outside business hours
JE106413,1,off_hours_weekend,Posted on weekend or outside business hours
JE104777,1,off_hours_weekend,Posted on weekend or outside business hours
JE105589,1,off_hours_weekend,Posted on weekend or outside business hours
JE100619,1,off_hours_weekend,Posted on weekend or outside business hours
JE102111,1,off_hours_weekend,Posted on weekend or outside business hours
JE107421,1,off_hours_weekend,Posted on weekend or outside business hours
JE100734,1,off_hours_weekend,Posted on weekend or outside business hours
JE101945,1,off_hours_weekend,Posted on weekend or outside business hours
JE107332,1,off_hours_weekend,Posted on weekend or outside business hours
JE104103,1,off_hours_weekend,Posted on weekend or outside business hours
JE108110,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE102565,1,off_hours_weekend,Posted on weekend or outside business hours
JE101248,1,off_hours_weekend,Posted on weekend or outside business hours
JE105737,1,off_hours_weekend,Posted on weekend or outside business hours
JE101856,1,off_hours_weekend,Posted on weekend or outside business hours
JE103634,1,off_hours_weekend,Posted on weekend or outside business hours
JE107236,1,off_hours_weekend,Posted on weekend or outside business hours
JE101317,1,off_hours_weekend,Posted on weekend or outside business hours
JE106449,1,off_hours_weekend,Posted on weekend or outside business hours
JE100927,1,off_hours_weekend,Posted on weekend or outside business hours
JE103247,1,off_hours_weekend,Posted on weekend or outside business hours
JE104235,1,off_hours_weekend,Posted on weekend or outside business hours
JE105190,1,off_hours_weekend,Posted on weekend or outside business hours
JE106778,1,off_hours_weekend,Posted on weekend or outside business hours
JE105459,1,off_hours_weekend,Posted on weekend or outside business hours
JE107252,1,off_hours_weekend,Posted on weekend or outside business hours
JE107746,1,off_hours_weekend,Posted on weekend or outside business hours
JE102638,1,off_hours_weekend,Posted on weekend or outside business hours
JE108112,3,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Utilities' (IQR method) | Month-end late-hour posting
JE103913,1,off_hours_weekend,Posted on weekend or outside business hours
JE108046,1,off_hours_weekend,Posted on weekend or outside business hours
JE107857,1,off_hours_weekend,Posted on weekend or outside business hours
JE107764,1,off_hours_weekend,Posted on weekend or outside business hours
JE105096,1,off_hours_weekend,Posted on weekend or outside business hours
JE103501,1,off_hours_weekend,Posted on weekend or outside business hours
JE101474,1,off_hours_weekend,Posted on weekend or outside business hours
JE101094,1,off_hours_weekend,Posted on weekend or outside business hours
JE102801,1,off_hours_weekend,Posted on weekend or outside business hours
JE102819,1,off_hours_weekend,Posted on weekend or outside business hours
JE104881,1,off_hours_weekend,Posted on weekend or outside business hours
JE100278,1,off_hours_weekend,Posted on weekend or outside business hours
JE105562,1,off_hours_weekend,Posted on weekend or outside business hours
JE106804,1,off_hours_weekend,Posted on weekend or outside business hours
JE101467,1,off_hours_weekend,Posted on weekend or outside business hours
JE106588,1,off_hours_weekend,Posted on weekend or outside business hours
JE105202,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE102466,1,off_hours_weekend,Posted on weekend or outside business hours
JE105940,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Payroll' (IQR method)
JE105079,1,off_hours_weekend,Posted on weekend or outside business hours
JE105963,1,off_hours_weekend,Posted on weekend or outside business hours
JE107922,1,off_hours_weekend,Posted on weekend or outside business hours
JE100324,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Payroll' (IQR method)
JE108036,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Marketing Spend' (IQR method)
JE107362,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE101027,1,off_hours_weekend,Posted on weekend or outside business hours
JE108102,3,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Accounts Payable' (IQR method) | Month-end late-hour posting
JE102834,1,off_hours_weekend,Posted on weekend or outside business hours
JE106994,1,off_hours_weekend,Posted on weekend or outside business hours
JE104786,1,off_hours_weekend,Posted on weekend or outside business hours
JE107586,1,off_hours_weekend,Posted on weekend or outside business hours
JE103377,1,off_hours_weekend,Posted on weekend or outside business hours
JE102401,1,off_hours_weekend,Posted on weekend or outside business hours
JE101218,1,off_hours_weekend,Posted on weekend or outside business hours
JE106245,1,off_hours_weekend,Posted on weekend or outside business hours
JE105565,1,off_hours_weekend,Posted on weekend or outside business hours
JE105369,1,off_hours_weekend,Posted on weekend or outside business hours
JE108038,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Travel & Expense' (IQR method)
JE107967,1,off_hours_weekend,Posted on weekend or outside business hours
JE100323,1,off_hours_weekend,Posted on weekend or outside business hours
JE104111,1,off_hours_weekend,Posted on weekend or outside business hours
JE103406,1,off_hours_weekend,Posted on weekend or outside business hours
JE100615,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Office Supplies' (IQR method)
JE103058,1,off_hours_weekend,Posted on weekend or outside business hours
JE104342,1,off_hours_weekend,Posted on weekend or outside business hours
JE101469,1,off_hours_weekend,Posted on weekend or outside business hours
JE106815,1,off_hours_weekend,Posted on weekend or outside business hours
JE107537,1,off_hours_weekend,Posted on weekend or outside business hours
JE101557,1,off_hours_weekend,Posted on weekend or outside business hours
JE103585,1,off_hours_weekend,Posted on weekend or outside business hours
JE101867,1,off_hours_weekend,Posted on weekend or outside business hours
JE106403,1,off_hours_weekend,Posted on weekend or outside business hours
JE102543,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE102214,1,off_hours_weekend,Posted on weekend or outside business hours
JE101360,1,off_hours_weekend,Posted on weekend or outside business hours
JE105975,1,off_hours_weekend,Posted on weekend or outside business hours
JE106821,2,"off_hours_weekend, statistical_outlier",Posted on weekend or outside business hours | Statistical outlier for account 'Marketing Spend' (IQR method)
JE107832,1,off_hours_weekend,Posted on weekend or outside business hours
JE106997,1,off_hours_weekend,Posted on weekend or outside business hours
JE104820,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE108104,3,"off_hours_weekend, statistical_outlier, month_end_late_hour_posting",Posted on weekend or outside business hours | Statistical outlier for account 'Marketing Spend' (IQR method) | Month-end late-hour posting
JE102898,1,off_hours_weekend,Posted on weekend or outside business hours
JE104502,1,off_hours_weekend,Posted on weekend or outside business hours
JE104918,1,off_hours_weekend,Posted on weekend or outside business hours
JE102505,1,off_hours_weekend,Posted on weekend or outside business hours
JE101892,1,off_hours_weekend,Posted on weekend or outside business hours
JE105501,1,off_hours_weekend,Posted on weekend or outside business hours
JE101020,1,off_hours_weekend,Posted on weekend or outside business hours
JE104344,1,off_hours_weekend,Posted on weekend or outside business hours
JE102455,1,off_hours_weekend,Posted on weekend or outside business hours
JE101631,1,off_hours_weekend,Posted on weekend or outside business hours
JE106024,1,off_hours_weekend,Posted on weekend or outside business hours
JE100959,1,off_hours_weekend,Posted on weekend or outside business hours
JE105759,1,off_hours_weekend,Posted on weekend or outside business hours
JE106635,1,off_hours_weekend,Posted on weekend or outside business hours
JE102026,1,off_hours_weekend,Posted on weekend or outside business hours
JE105548,2,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting
JE100177,1,off_hours_weekend,Posted on weekend or outside business hours
JE103761,1,off_hours_weekend,Posted on weekend or outside business hours
