transaction_id,n_tests_triggered,tests_triggered,reasons,ml_anomaly_score,ml_flag,risk_score,risk_level
JE106659,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3923,normal,0.3962,Low
JE103471,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3919,normal,0.396,Low
JE100464,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3915,normal,0.3958,Low
JE102026,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3916,normal,0.3958,Low
JE105374,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3912,normal,0.3956,Low
JE103913,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3909,normal,0.3955,Low
JE108052,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3908,normal,0.3954,Low
JE100673,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3907,normal,0.3954,Low
JE107586,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3907,normal,0.3954,Low
JE102069,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3906,normal,0.3953,Low
JE104041,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3905,normal,0.3952,Low
JE107637,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3904,normal,0.3952,Low
JE106260,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3901,normal,0.395,Low
JE100639,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3894,normal,0.3947,Low
JE102083,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3892,normal,0.3946,Low
JE106168,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3884,normal,0.3942,Low
JE106298,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3885,normal,0.3942,Low
JE101945,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3882,normal,0.3941,Low
JE104111,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3876,normal,0.3938,Low
JE105864,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3871,normal,0.3936,Low
JE103498,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.386,normal,0.393,Low
JE106728,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3861,normal,0.393,Low
JE104235,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3856,normal,0.3928,Low
JE100855,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3852,normal,0.3926,Low
JE106778,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3844,normal,0.3922,Low
JE103321,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3839,normal,0.392,Low
JE100946,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3838,normal,0.3919,Low
JE100413,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3835,normal,0.3918,Low
JE104853,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3834,normal,0.3917,Low
JE103754,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3831,normal,0.3916,Low
JE104471,1.0,month_end_late_hour_posting,Month-end late-hour posting,0.2828,normal,0.3914,Low
JE102797,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3822,normal,0.3911,Low
JE108045,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3818,normal,0.3909,Low
JE105874,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3814,normal,0.3907,Low
JE104236,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3813,normal,0.3906,Low
JE107348,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3811,normal,0.3906,Low
JE101365,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.381,normal,0.3905,Low
JE108079,0.0,,,0.781,anomaly,0.3905,Low
JE102519,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3808,normal,0.3904,Low
JE100899,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3795,normal,0.3898,Low
JE100084,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3793,normal,0.3897,Low
JE102580,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3794,normal,0.3897,Low
JE101468,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3794,normal,0.3897,Low
JE105043,1.0,month_end_late_hour_posting,Month-end late-hour posting,0.2793,normal,0.3896,Low
JE102984,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3787,normal,0.3893,Low
JE101159,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3755,normal,0.3878,Low
JE106227,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3754,normal,0.3877,Low
JE105005,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3748,normal,0.3874,Low
JE102672,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3746,normal,0.3873,Low
JE104890,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3746,normal,0.3873,Low
JE104683,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3735,normal,0.3868,Low
JE106453,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3724,normal,0.3862,Low
JE102312,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3722,normal,0.3861,Low
JE105635,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3714,normal,0.3857,Low
JE102505,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.371,normal,0.3855,Low
JE104220,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3701,normal,0.385,Low
JE102789,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.37,normal,0.385,Low
JE101707,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.37,normal,0.385,Low
JE104113,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3696,normal,0.3848,Low
JE104325,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3686,normal,0.3843,Low
JE105193,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3685,normal,0.3842,Low
JE101151,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3681,normal,0.384,Low
JE104918,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3677,normal,0.3839,Low
JE106128,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3677,normal,0.3839,Low
JE107927,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3675,normal,0.3838,Low
JE108043,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3672,normal,0.3836,Low
JE102834,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3667,normal,0.3834,Low
JE106220,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3661,normal,0.383,Low
JE103736,2.0,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting,0.2657,normal,0.3829,Low
JE107008,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3654,normal,0.3827,Low
JE106667,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.365,normal,0.3825,Low
JE103618,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3644,normal,0.3822,Low
JE100708,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3633,normal,0.3817,Low
JE104828,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3629,normal,0.3814,Low
JE105354,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3629,normal,0.3814,Low
JE106857,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3629,normal,0.3814,Low
JE105954,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3628,normal,0.3814,Low
JE105126,1.0,month_end_late_hour_posting,Month-end late-hour posting,0.2627,normal,0.3813,Low
JE103815,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3621,normal,0.381,Low
JE103753,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3618,normal,0.3809,Low
JE104820,2.0,"off_hours_weekend, month_end_late_hour_posting",Posted on weekend or outside business hours | Month-end late-hour posting,0.2612,normal,0.3806,Low
JE101934,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3611,normal,0.3806,Low
JE107014,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3607,normal,0.3804,Low
JE102279,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3604,normal,0.3802,Low
JE102466,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3599,normal,0.38,Low
JE107413,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.359,normal,0.3795,Low
JE107118,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3588,normal,0.3794,Low
JE106901,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3585,normal,0.3792,Low
JE101731,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3578,normal,0.3789,Low
JE103563,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3573,normal,0.3787,Low
JE100434,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3573,normal,0.3787,Low
JE107388,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3574,normal,0.3787,Low
JE101408,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3568,normal,0.3784,Low
JE104662,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3555,normal,0.3778,Low
JE102344,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3551,normal,0.3776,Low
JE103814,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3552,normal,0.3776,Low
JE103870,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.355,normal,0.3775,Low
JE106449,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3547,normal,0.3774,Low
JE104744,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3548,normal,0.3774,Low
JE105738,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3548,normal,0.3774,Low
JE104703,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3545,normal,0.3772,Low
JE100026,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3543,normal,0.3772,Low
JE106997,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3543,normal,0.3772,Low
JE103501,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3542,normal,0.3771,Low
JE101106,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3542,normal,0.3771,Low
JE102028,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3535,normal,0.3768,Low
JE104085,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3532,normal,0.3766,Low
JE101090,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3528,normal,0.3764,Low
JE104493,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3528,normal,0.3764,Low
JE103585,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.352,normal,0.376,Low
JE104789,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.352,normal,0.376,Low
JE105592,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.351,normal,0.3755,Low
JE100619,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.351,normal,0.3755,Low
JE102401,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3508,normal,0.3754,Low
JE102286,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3506,normal,0.3753,Low
JE107003,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3503,normal,0.3752,Low
JE101359,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3505,normal,0.3752,Low
JE100220,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3505,normal,0.3752,Low
JE105743,1.0,month_end_late_hour_posting,Month-end late-hour posting,0.2504,normal,0.3752,Low
JE105270,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.35,normal,0.375,Low
JE105761,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3498,normal,0.3749,Low
JE107006,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3495,normal,0.3748,Low
JE103553,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3494,normal,0.3747,Low
JE101941,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3491,normal,0.3746,Low
JE107559,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.349,normal,0.3745,Low
JE104103,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3487,normal,0.3744,Low
JE105371,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3484,normal,0.3742,Low
JE100640,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.348,normal,0.374,Low
JE108066,0.0,,,0.748,anomaly,0.374,Low
JE101926,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3479,normal,0.374,Low
JE102444,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.348,normal,0.374,Low
JE101699,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3472,normal,0.3736,Low
JE100878,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3467,normal,0.3734,Low
JE100539,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3461,normal,0.373,Low
JE106047,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3457,normal,0.3728,Low
JE103536,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3453,normal,0.3727,Low
JE103827,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.345,normal,0.3725,Low
JE105785,1.0,month_end_late_hour_posting,Month-end late-hour posting,0.2448,normal,0.3724,Low
JE107832,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3447,normal,0.3724,Low
JE105802,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3449,normal,0.3724,Low
JE105082,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3445,normal,0.3722,Low
JE101459,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3444,normal,0.3722,Low
JE106763,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3442,normal,0.3721,Low
JE102300,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3437,normal,0.3718,Low
JE102486,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3436,normal,0.3718,Low
JE101796,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3433,normal,0.3717,Low
JE107236,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3433,normal,0.3717,Low
JE103761,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3427,normal,0.3714,Low
JE107047,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3426,normal,0.3713,Low
JE101439,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3426,normal,0.3713,Low
JE104487,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3424,normal,0.3712,Low
JE107922,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3424,normal,0.3712,Low
JE100701,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3422,normal,0.3711,Low
JE107410,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3421,normal,0.371,Low
JE104342,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3419,normal,0.371,Low
JE100915,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3417,normal,0.3708,Low
JE100548,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3417,normal,0.3708,Low
JE104000,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3413,normal,0.3707,Low
JE102218,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3406,normal,0.3703,Low
JE103109,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3405,normal,0.3703,Low
JE100594,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3402,normal,0.3701,Low
JE103378,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3397,normal,0.3698,Low
JE107960,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3387,normal,0.3694,Low
JE102832,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3383,normal,0.3692,Low
JE106427,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3385,normal,0.3692,Low
JE104470,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.338,normal,0.369,Low
JE103049,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3381,normal,0.369,Low
JE103326,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3378,normal,0.3689,Low
JE103607,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3378,normal,0.3689,Low
JE104916,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.337,normal,0.3685,Low
JE100577,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3369,normal,0.3684,Low
JE106311,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3369,normal,0.3684,Low
JE102231,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3365,normal,0.3682,Low
JE100713,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3359,normal,0.368,Low
JE100158,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3358,normal,0.3679,Low
JE103058,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3357,normal,0.3678,Low
JE106815,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3357,normal,0.3678,Low
JE104403,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.335,normal,0.3675,Low
JE100573,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3349,normal,0.3674,Low
JE101238,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3348,normal,0.3674,Low
JE105340,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3343,normal,0.3671,Low
JE107230,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3342,normal,0.3671,Low
JE106804,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3341,normal,0.367,Low
JE100890,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3337,normal,0.3668,Low
JE106072,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3327,normal,0.3664,Low
JE100287,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3327,normal,0.3664,Low
JE107258,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3324,normal,0.3662,Low
JE108046,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3321,normal,0.366,Low
JE102503,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3315,normal,0.3658,Low
JE103577,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3312,normal,0.3656,Low
JE105181,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3307,normal,0.3654,Low
JE101020,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3307,normal,0.3654,Low
JE101181,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3301,normal,0.365,Low
JE101341,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3292,normal,0.3646,Low
JE101631,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3289,normal,0.3645,Low
JE101950,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3289,normal,0.3645,Low
JE101043,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3288,normal,0.3644,Low
JE103372,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3288,normal,0.3644,Low
JE101883,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.328,normal,0.364,Low
JE101195,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3277,normal,0.3638,Low
JE102782,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3277,normal,0.3638,Low
JE106747,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3271,normal,0.3636,Low
JE100323,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3272,normal,0.3636,Low
JE107720,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3268,normal,0.3634,Low
JE103926,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3268,normal,0.3634,Low
JE108078,0.0,,,0.7252,anomaly,0.3626,Low
JE104443,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3246,normal,0.3623,Low
JE103188,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3244,normal,0.3622,Low
JE105345,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3245,normal,0.3622,Low
JE100148,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.324,normal,0.362,Low
JE105228,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3241,normal,0.362,Low
JE101557,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3232,normal,0.3616,Low
JE100873,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3232,normal,0.3616,Low
JE101860,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3225,normal,0.3612,Low
JE105207,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.321,normal,0.3605,Low
JE107646,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3209,normal,0.3605,Low
JE104014,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3208,normal,0.3604,Low
JE106782,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3193,normal,0.3597,Low
JE104649,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3187,normal,0.3594,Low
JE107668,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3187,normal,0.3594,Low
JE103673,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3185,normal,0.3592,Low
JE101514,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3178,normal,0.3589,Low
JE100433,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3176,normal,0.3588,Low
JE101109,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3176,normal,0.3588,Low
JE105305,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3175,normal,0.3588,Low
JE102440,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3169,normal,0.3585,Low
JE104502,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3163,normal,0.3582,Low
JE102950,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3153,normal,0.3577,Low
JE107119,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3153,normal,0.3577,Low
JE103124,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3154,normal,0.3577,Low
JE100403,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3154,normal,0.3577,Low
JE102197,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3151,normal,0.3576,Low
JE106011,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3151,normal,0.3576,Low
JE106403,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3148,normal,0.3574,Low
JE103040,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3146,normal,0.3573,Low
JE107163,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3146,normal,0.3573,Low
JE103863,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3141,normal,0.357,Low
JE103529,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3139,normal,0.357,Low
JE104039,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3138,normal,0.3569,Low
JE103010,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3133,normal,0.3566,Low
JE106560,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.313,normal,0.3565,Low
JE104987,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3121,normal,0.356,Low
JE106531,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.312,normal,0.356,Low
JE107250,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3118,normal,0.3559,Low
JE103066,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3117,normal,0.3558,Low
JE105466,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3117,normal,0.3558,Low
JE104935,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3111,normal,0.3556,Low
JE106880,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3108,normal,0.3554,Low
JE100924,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3108,normal,0.3554,Low
JE101080,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3107,normal,0.3554,Low
JE100361,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3108,normal,0.3554,Low
JE105133,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3102,normal,0.3551,Low
JE102764,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3102,normal,0.3551,Low
JE104243,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3101,normal,0.355,Low
JE101920,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3101,normal,0.355,Low
JE104540,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3094,normal,0.3547,Low
JE101387,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3094,normal,0.3547,Low
JE105224,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3091,normal,0.3546,Low
JE100172,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3089,normal,0.3545,Low
JE101645,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3089,normal,0.3545,Low
JE104848,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.309,normal,0.3545,Low
JE106635,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3083,normal,0.3542,Low
JE105127,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3078,normal,0.3539,Low
JE102262,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.307,normal,0.3535,Low
JE101360,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3068,normal,0.3534,Low
JE100491,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3061,normal,0.353,Low
JE108025,1.0,round_number,Round-number amount,0.1556,normal,0.3528,Low
JE101856,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3055,normal,0.3528,Low
JE106588,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.305,normal,0.3525,Low
JE105737,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.305,normal,0.3525,Low
JE104777,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.305,normal,0.3525,Low
JE107398,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3047,normal,0.3524,Low
JE102177,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3048,normal,0.3524,Low
JE101029,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3045,normal,0.3522,Low
JE106204,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3043,normal,0.3522,Low
JE101516,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.304,normal,0.352,Low
JE101931,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3038,normal,0.3519,Low
JE103377,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3036,normal,0.3518,Low
JE100875,1.0,month_end_late_hour_posting,Month-end late-hour posting,0.2034,normal,0.3517,Low
JE107601,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3034,normal,0.3517,Low
JE100337,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3033,normal,0.3516,Low
JE104156,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3025,normal,0.3512,Low
JE100612,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3022,normal,0.3511,Low
JE101228,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3013,normal,0.3506,Low
JE102856,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3009,normal,0.3505,Low
JE107903,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3009,normal,0.3505,Low
JE107622,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3009,normal,0.3505,Low
JE104093,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3009,normal,0.3505,Low
JE105324,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.3008,normal,0.3504,Low
JE104463,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2999,normal,0.35,Low
JE100670,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2998,normal,0.3499,Low
JE104026,1.0,off_hours_weekend,Posted on weekend or outside business hours,0.2991,normal,0.3496,Low
