transaction_id,n_tests_triggered,tests_triggered,reasons,ml_anomaly_score,ml_flag,risk_score,risk_level,date,time,department,account,vendor,amount,entry_type,posted_by,description,day_of_week,is_weekend,hour,month,day
JE101208,0.0,,,0.3853,normal,0.1926,Low,2025-07-11,12:59:26,Finance,Rent,Morales-Jones,86145.81,Credit,Diana Washington,Enhance sticky models,Friday,False,12,7,11
JE102660,0.0,,,0.3846,normal,0.1923,Low,2025-05-05,11:45:37,HR,Accounts Receivable,Dudley Group,19780.09,Credit,Cynthia Allen,Synthesize cross-platform communities,Monday,False,11,5,5
JE106522,0.0,,,0.3845,normal,0.1922,Low,2025-07-04,15:57:15,Operations,Accounts Payable,Wilkerson-Day,14448.45,Debit,Cynthia Allen,Revolutionize b2b e-commerce,Friday,False,15,7,4
JE104303,0.0,,,0.3845,normal,0.1922,Low,2025-11-10,15:55:28,Operations,Rent,Wilkerson-Day,73731.55,Credit,Julian Chapman,Synergize synergistic partnerships,Monday,False,15,11,10
JE105460,0.0,,,0.3843,normal,0.1921,Low,2025-06-16,10:00:20,Finance,Office Supplies,Dudley Group,13549.09,Credit,Vanessa Patel,Redefine transparent communities,Monday,False,10,6,16
JE101714,0.0,,,0.3843,normal,0.1921,Low,2025-01-02,12:21:48,Finance,Utilities,Dudley Group,22914.3,Debit,Julian Chapman,Incentivize front-end infrastructures,Thursday,False,12,1,2
JE103025,0.0,,,0.3841,normal,0.192,Low,2025-09-01,09:21:20,Sales,Accounts Receivable,"Dyer, Potter and Mack",5889.55,Debit,Andre Rivera,Empower best-of-breed action-items,Monday,False,9,9,1
JE100567,0.0,,,0.3841,normal,0.192,Low,2025-12-01,09:32:05,Sales,Accounts Receivable,"Dyer, Potter and Mack",5414.0,Debit,Matthew Lucas,Re-intermediate user-centric niches,Monday,False,9,12,1
JE100494,0.0,,,0.3841,normal,0.192,Low,2025-11-04,11:20:43,Finance,Travel & Expense,Doyle Ltd,9751.37,Credit,Michelle Ross,Integrate transparent relationships,Tuesday,False,11,11,4
JE106484,0.0,,,0.3836,normal,0.1918,Low,2025-08-22,09:49:52,Marketing,Rent,Dudley Group,101616.11,Credit,Julian Chapman,Synergize impactful metrics,Friday,False,9,8,22
JE106693,0.0,,,0.3835,normal,0.1918,Low,2025-01-06,10:27:32,IT,Inventory,"Romero, Gonzalez and Brooks",31076.27,Debit,Dana Kennedy,Leverage frictionless interfaces,Monday,False,10,1,6
JE102389,0.0,,,0.3837,normal,0.1918,Low,2025-10-09,08:57:10,Finance,Payroll,Morales-Jones,70229.03,Debit,Brandon Hopkins,Extend transparent solutions,Thursday,False,8,10,9
JE104926,0.0,,,0.3836,normal,0.1918,Low,2025-04-28,12:06:51,IT,Utilities,"Romero, Gonzalez and Brooks",11674.81,Debit,Tanya Campos,Visualize b2c applications,Monday,False,12,4,28
JE100336,0.0,,,0.3835,normal,0.1918,Low,2025-08-12,09:04:21,Operations,Marketing Spend,"Romero, Gonzalez and Brooks",13936.64,Credit,Angela Morton,Transition plug-and-play content,Tuesday,False,9,8,12
JE102207,0.0,,,0.3834,normal,0.1917,Low,2025-07-31,12:47:04,Finance,Accounts Receivable,Rodriguez-Graham,31503.8,Credit,Corey Herrera,Strategize turn-key architectures,Thursday,False,12,7,31
JE107533,0.0,,,0.383,normal,0.1915,Low,2025-01-27,08:06:25,Marketing,Inventory,Dudley Group,36573.9,Credit,Miranda Khan,Revolutionize dynamic e-services,Monday,False,8,1,27
JE105976,0.0,,,0.3828,normal,0.1914,Low,2025-09-29,17:43:11,Finance,Inventory,"Guzman, Hoffman and Baldwin",25433.19,Credit,Dana Kennedy,Cultivate global experiences,Monday,False,17,9,29
JE101221,0.0,,,0.3826,normal,0.1913,Low,2025-04-09,09:57:55,IT,Rent,"Romero, Gonzalez and Brooks",66267.03,Debit,Matthew Lucas,E-enable compelling networks,Wednesday,False,9,4,9
JE102304,0.0,,,0.3823,normal,0.1911,Low,2025-07-18,12:04:05,Operations,Office Supplies,"Romero, Gonzalez and Brooks",16998.93,Credit,Troy Nielsen,Integrate intuitive partnerships,Friday,False,12,7,18
JE104658,0.0,,,0.3823,normal,0.1911,Low,2025-07-21,10:33:16,IT,Marketing Spend,Burton Ltd,9370.24,Credit,Matthew Arroyo,Benchmark extensible supply-chains,Monday,False,10,7,21
JE104546,0.0,,,0.3823,normal,0.1911,Low,2025-01-31,09:22:37,Operations,Inventory,Carlson-Cruz,46875.97,Debit,Linda Burns,Streamline best-of-breed relationships,Friday,False,9,1,31
JE107542,0.0,,,0.3821,normal,0.191,Low,2025-09-29,14:38:14,HR,Office Supplies,Morales-Jones,14703.52,Debit,Linda Burns,Repurpose global supply-chains,Monday,False,14,9,29
JE105846,0.0,,,0.3819,normal,0.191,Low,2025-09-02,20:58:52,HR,Accounts Receivable,"Mcclain, Miller and Henderson",11421.04,Credit,Andre Rivera,Cultivate front-end metrics,Tuesday,False,20,9,2
JE101572,0.0,,,0.382,normal,0.191,Low,2025-01-08,08:26:16,Finance,Inventory,Burton Ltd,18694.01,Debit,Angela Dennis,Exploit scalable schemas,Wednesday,False,8,1,8
JE103415,0.0,,,0.3819,normal,0.191,Low,2025-07-02,11:49:05,Finance,Payroll,Dudley Group,34178.78,Credit,Julian Chapman,Incubate enterprise applications,Wednesday,False,11,7,2
JE101262,0.0,,,0.3818,normal,0.1909,Low,2025-04-17,20:57:07,Operations,Travel & Expense,Harrell LLC,15581.01,Debit,Troy Nielsen,Leverage killer solutions,Thursday,False,20,4,17
JE106476,0.0,,,0.3817,normal,0.1908,Low,2025-04-21,11:09:17,HR,Travel & Expense,"Romero, Gonzalez and Brooks",20410.18,Credit,Diana Washington,Utilize cross-platform action-items,Monday,False,11,4,21
JE103790,0.0,,,0.3815,normal,0.1908,Low,2025-09-01,15:34:37,HR,Travel & Expense,"Ross, Robinson and Bright",28780.25,Debit,Michelle Ross,Orchestrate integrated systems,Monday,False,15,9,1
JE103915,0.0,,,0.3817,normal,0.1908,Low,2025-05-15,14:30:08,HR,Travel & Expense,Morales-Jones,7088.99,Credit,Miranda Khan,Architect vertical methodologies,Thursday,False,14,5,15
JE104880,0.0,,,0.3814,normal,0.1907,Low,2025-02-24,14:55:51,Sales,Rent,Wilkerson-Day,194689.26,Credit,Clifford Ford,Harness end-to-end technologies,Monday,False,14,2,24
JE105608,0.0,,,0.3813,normal,0.1906,Low,2025-12-10,12:36:25,Marketing,Travel & Expense,Dudley Group,12413.2,Debit,Jason Shields,Visualize next-generation infrastructures,Wednesday,False,12,12,10
JE106207,0.0,,,0.3807,normal,0.1904,Low,2025-07-15,10:17:46,Operations,Rent,Burton Ltd,98273.95,Credit,Tanya Campos,Strategize sticky portals,Tuesday,False,10,7,15
JE104797,0.0,,,0.3809,normal,0.1904,Low,2025-03-27,08:22:55,Sales,Accounts Receivable,Morales-Jones,19127.8,Credit,Joseph Obrien,Seize next-generation web-readiness,Thursday,False,8,3,27
JE103710,0.0,,,0.3808,normal,0.1904,Low,2025-11-12,11:21:24,Marketing,Accounts Receivable,Dudley Group,15298.79,Credit,Michael Brown,Mesh vertical communities,Wednesday,False,11,11,12
JE105200,0.0,,,0.3808,normal,0.1904,Low,2025-08-18,11:30:19,Procurement,Accounts Receivable,Morales-Jones,23828.59,Debit,Jason Shields,Engage enterprise metrics,Monday,False,11,8,18
JE106939,0.0,,,0.3806,normal,0.1903,Low,2025-05-12,16:53:54,Sales,Utilities,"Romero, Gonzalez and Brooks",12100.33,Debit,Corey Herrera,Utilize vertical networks,Monday,False,16,5,12
JE106741,0.0,,,0.3802,normal,0.1901,Low,2025-06-26,20:47:11,Finance,Consulting Fees,Rodriguez-Graham,25509.29,Debit,Michelle Ross,Generate front-end roi,Thursday,False,20,6,26
JE106467,0.0,,,0.3801,normal,0.19,Low,2025-05-15,16:05:51,Marketing,Accounts Receivable,"Romero, Gonzalez and Brooks",9807.92,Debit,Diana Washington,Benchmark global e-markets,Thursday,False,16,5,15
JE103723,0.0,,,0.3799,normal,0.19,Low,2025-04-28,14:05:48,Marketing,Payroll,Dudley Group,19838.97,Debit,Angela Morton,Unleash real-time schemas,Monday,False,14,4,28
JE103588,0.0,,,0.3798,normal,0.1899,Low,2025-12-15,13:40:30,IT,Accounts Receivable,Morales-Jones,9478.13,Credit,David Brown,Transition holistic platforms,Monday,False,13,12,15
JE106506,0.0,,,0.3797,normal,0.1898,Low,2025-09-30,15:19:59,Marketing,Payroll,Morales-Jones,39552.93,Credit,Michael Brown,Transition scalable mindshare,Tuesday,False,15,9,30
JE102724,0.0,,,0.3797,normal,0.1898,Low,2025-04-24,10:16:50,Operations,Accounts Receivable,"Reid, Ferguson and Sanchez",31465.19,Debit,Julian Chapman,Scale bricks-and-clicks methodologies,Thursday,False,10,4,24
JE106086,0.0,,,0.3793,normal,0.1897,Low,2025-03-03,08:42:53,Finance,Marketing Spend,Burton Ltd,12699.1,Credit,Jason Shields,Brand transparent initiatives,Monday,False,8,3,3
JE107974,0.0,,,0.3793,normal,0.1897,Low,2025-09-18,16:44:15,Operations,Office Supplies,"Reid, Ferguson and Sanchez",11620.21,Credit,David Brown,Reinvent one-to-one e-business,Thursday,False,16,9,18
JE102760,0.0,,,0.379,normal,0.1895,Low,2025-01-21,15:37:50,IT,Payroll,Wilkerson-Day,61437.36,Credit,Corey Herrera,Brand ubiquitous methodologies,Tuesday,False,15,1,21
JE103360,0.0,,,0.3787,normal,0.1894,Low,2025-10-27,18:23:28,Marketing,Travel & Expense,Abbott-Munoz,9190.68,Credit,Joseph Obrien,Cultivate enterprise deliverables,Monday,False,18,10,27
JE100530,0.0,,,0.3788,normal,0.1894,Low,2025-06-27,14:41:24,Operations,Travel & Expense,Rodriguez-Graham,9543.8,Debit,Troy Nielsen,Envisioneer cutting-edge synergies,Friday,False,14,6,27
JE104345,0.0,,,0.3789,normal,0.1894,Low,2025-08-07,18:44:42,Sales,Payroll,Burton Ltd,32450.42,Debit,Miranda Khan,Optimize intuitive portals,Thursday,False,18,8,7
JE101961,0.0,,,0.3787,normal,0.1894,Low,2025-01-07,19:40:10,Finance,Payroll,"Reid, Ferguson and Sanchez",43781.68,Credit,Jason Shields,Re-contextualize bleeding-edge solutions,Tuesday,False,19,1,7
JE106632,0.0,,,0.3784,normal,0.1892,Low,2025-10-13,11:54:23,IT,Rent,Morales-Jones,150821.69,Debit,Angela Morton,Enhance cross-media vortals,Monday,False,11,10,13
JE100863,0.0,,,0.3784,normal,0.1892,Low,2025-04-01,08:01:31,Procurement,Inventory,"Guzman, Hoffman and Baldwin",75876.02,Debit,Clifford Ford,Re-contextualize intuitive content,Tuesday,False,8,4,1
JE104902,0.0,,,0.3782,normal,0.1891,Low,2025-10-13,16:52:29,IT,Utilities,Burton Ltd,9017.51,Credit,David Brown,Facilitate b2b action-items,Monday,False,16,10,13
JE103343,0.0,,,0.3782,normal,0.1891,Low,2025-10-28,08:30:49,Marketing,Travel & Expense,Rodriguez-Graham,8978.79,Debit,Julian Chapman,Benchmark value-added e-services,Tuesday,False,8,10,28
JE103259,0.0,,,0.3782,normal,0.1891,Low,2025-10-08,19:23:43,Procurement,Utilities,Dudley Group,27151.1,Debit,Clifford Ford,Streamline out-of-the-box deliverables,Wednesday,False,19,10,8
JE104214,0.0,,,0.3781,normal,0.189,Low,2025-07-28,09:21:47,Marketing,Office Supplies,Morales-Jones,5920.27,Debit,Angela Morton,Engineer impactful channels,Monday,False,9,7,28
JE106076,0.0,,,0.3778,normal,0.1889,Low,2025-07-14,14:29:23,Operations,Rent,Wilkerson-Day,81620.65,Credit,Clifford Ford,Exploit web-enabled content,Monday,False,14,7,14
JE107013,0.0,,,0.3775,normal,0.1888,Low,2025-01-15,11:01:54,Finance,Inventory,Dudley Group,54149.93,Credit,Michael Brown,Deliver rich methodologies,Wednesday,False,11,1,15
JE104407,0.0,,,0.377,normal,0.1885,Low,2025-04-04,09:13:54,Operations,Accounts Payable,Wilkerson-Day,14160.24,Credit,Dana Kennedy,Optimize visionary initiatives,Friday,False,9,4,4
JE102275,0.0,,,0.3768,normal,0.1884,Low,2025-08-11,20:47:02,Finance,Inventory,Blake and Sons,20322.43,Debit,Clifford Ford,Benchmark dynamic deliverables,Monday,False,20,8,11
JE101921,0.0,,,0.3769,normal,0.1884,Low,2025-04-14,15:13:19,HR,Accounts Receivable,"Romero, Gonzalez and Brooks",5575.6,Credit,Brandon Hopkins,Integrate ubiquitous convergence,Monday,False,15,4,14
JE106927,0.0,,,0.3768,normal,0.1884,Low,2025-11-18,10:28:37,Finance,Office Supplies,"Romero, Gonzalez and Brooks",15159.03,Credit,Joseph Obrien,Transform bricks-and-clicks systems,Tuesday,False,10,11,18
JE105283,0.0,,,0.3766,normal,0.1883,Low,2025-01-06,09:43:31,Procurement,Marketing Spend,Dudley Group,25065.63,Credit,Troy Nielsen,Deploy granular solutions,Monday,False,9,1,6
JE103857,0.0,,,0.3763,normal,0.1882,Low,2025-12-05,12:54:17,HR,Inventory,"Romero, Gonzalez and Brooks",17417.12,Credit,Clifford Ford,Monetize value-added convergence,Friday,False,12,12,5
JE101978,0.0,,,0.3765,normal,0.1882,Low,2025-07-14,12:40:27,IT,Payroll,Dudley Group,72271.2,Credit,Jason Shields,Iterate bricks-and-clicks platforms,Monday,False,12,7,14
JE100117,0.0,,,0.3765,normal,0.1882,Low,2025-03-03,20:25:55,Operations,Inventory,"Rodriguez, Figueroa and Sanchez",34397.79,Credit,Michael Brown,Streamline best-of-breed e-markets,Monday,False,20,3,3
JE100957,0.0,,,0.3761,normal,0.188,Low,2025-09-15,15:42:21,Marketing,Travel & Expense,"Reid, Ferguson and Sanchez",17803.82,Credit,Michael Brown,Embrace back-end web services,Monday,False,15,9,15
JE106390,0.0,,,0.3761,normal,0.188,Low,2025-02-12,15:01:52,Operations,Marketing Spend,"Romero, Gonzalez and Brooks",21879.05,Debit,Clifford Ford,Seize vertical e-business,Wednesday,False,15,2,12
JE106028,0.0,,,0.376,normal,0.188,Low,2025-09-01,18:08:16,Finance,Rent,"Flowers, Martin and Kelly",56499.1,Credit,Angela Dennis,Transition vertical e-commerce,Monday,False,18,9,1
JE104500,0.0,,,0.3758,normal,0.1879,Low,2025-10-16,10:50:47,IT,Consulting Fees,Morales-Jones,33024.51,Credit,Angela Morton,Transform turn-key solutions,Thursday,False,10,10,16
JE106898,0.0,,,0.3758,normal,0.1879,Low,2025-10-06,13:09:44,Procurement,Travel & Expense,Wilkerson-Day,8543.94,Debit,Brandon Hopkins,Streamline frictionless metrics,Monday,False,13,10,6
JE102141,0.0,,,0.3758,normal,0.1879,Low,2025-09-22,13:17:58,Finance,Office Supplies,Dudley Group,16288.03,Credit,Linda Burns,Aggregate dynamic technologies,Monday,False,13,9,22
JE101686,0.0,,,0.3757,normal,0.1878,Low,2025-09-01,14:54:34,Procurement,Payroll,Dudley Group,81491.78,Credit,Dana Kennedy,Synthesize visionary synergies,Monday,False,14,9,1
JE100790,0.0,,,0.3754,normal,0.1877,Low,2025-06-30,13:08:32,IT,Accounts Receivable,Blake and Sons,6537.6,Credit,Dana Kennedy,Visualize enterprise deliverables,Monday,False,13,6,30
JE101838,0.0,,,0.3751,normal,0.1876,Low,2025-07-25,15:49:52,Operations,Travel & Expense,Carlson-Cruz,15836.7,Debit,Jacqueline Lam,Extend robust solutions,Friday,False,15,7,25
JE100877,0.0,,,0.3752,normal,0.1876,Low,2025-08-26,15:55:45,Sales,Rent,Morales-Jones,92636.77,Credit,Corey Herrera,Unleash intuitive infrastructures,Tuesday,False,15,8,26
JE104588,0.0,,,0.3746,normal,0.1873,Low,2025-12-23,15:28:05,Procurement,Travel & Expense,Burton Ltd,23748.22,Credit,Matthew Arroyo,Harness transparent synergies,Tuesday,False,15,12,23
JE101445,0.0,,,0.3744,normal,0.1872,Low,2025-01-27,09:50:02,Procurement,Accounts Receivable,"Reid, Ferguson and Sanchez",18318.18,Debit,Tanya Campos,Transition web-enabled infrastructures,Monday,False,9,1,27
JE100801,0.0,,,0.3745,normal,0.1872,Low,2025-10-09,20:00:45,Operations,Inventory,Perez Inc,55951.76,Debit,Michelle Ross,Iterate out-of-the-box infrastructures,Thursday,False,20,10,9
JE100252,0.0,,,0.3742,normal,0.1871,Low,2025-06-13,14:55:22,Sales,Rent,Morales-Jones,189885.78,Debit,Jacqueline Lam,Deploy e-business e-services,Friday,False,14,6,13
JE105673,0.0,,,0.3739,normal,0.187,Low,2025-07-21,09:19:02,Finance,Travel & Expense,"Romero, Gonzalez and Brooks",10886.17,Debit,Diana Washington,Target impactful metrics,Monday,False,9,7,21
JE103089,0.0,,,0.374,normal,0.187,Low,2025-03-20,20:32:34,Finance,Office Supplies,James Group,5654.77,Credit,Corey Herrera,Integrate efficient models,Thursday,False,20,3,20
JE103080,0.0,,,0.3741,normal,0.187,Low,2025-06-25,13:50:06,Sales,Marketing Spend,Dudley Group,13247.2,Credit,Andre Rivera,Embrace synergistic architectures,Wednesday,False,13,6,25
JE102560,0.0,,,0.374,normal,0.187,Low,2025-01-01,14:01:46,Procurement,Accounts Payable,Wilkerson-Day,23811.9,Debit,Corey Herrera,Extend 24/7 e-services,Wednesday,False,14,1,1
JE103319,0.0,,,0.3738,normal,0.1869,Low,2025-04-28,08:47:28,IT,Utilities,"Adams, Zuniga and Wong",26284.49,Credit,Andre Rivera,Repurpose innovative e-services,Monday,False,8,4,28
JE102946,0.0,,,0.3736,normal,0.1868,Low,2025-11-10,20:40:08,Operations,Office Supplies,Gray-Mayo,8450.32,Debit,Tanya Campos,Facilitate turn-key interfaces,Monday,False,20,11,10
JE107386,0.0,,,0.3736,normal,0.1868,Low,2025-06-06,10:15:31,Operations,Payroll,Dudley Group,52653.21,Debit,Cynthia Allen,Grow front-end paradigms,Friday,False,10,6,6
JE101752,0.0,,,0.3734,normal,0.1867,Low,2025-06-13,16:32:30,Sales,Utilities,Dudley Group,21051.84,Debit,Angela Morton,Syndicate value-added roi,Friday,False,16,6,13
JE104339,0.0,,,0.3731,normal,0.1866,Low,2025-03-31,16:33:45,IT,Inventory,"Hoffman, Baker and Richards",12474.0,Debit,Jacqueline Lam,Optimize leading-edge channels,Monday,False,16,3,31
JE101211,0.0,,,0.3732,normal,0.1866,Low,2025-01-30,14:59:27,Sales,Office Supplies,Burton Ltd,8053.6,Debit,David Brown,Leverage e-business web services,Thursday,False,14,1,30
JE103226,0.0,,,0.373,normal,0.1865,Low,2025-07-24,09:42:07,Marketing,Accounts Receivable,Wilkerson-Day,9153.29,Debit,Michelle Ross,Revolutionize seamless technologies,Thursday,False,9,7,24
JE102322,0.0,,,0.3728,normal,0.1864,Low,2025-08-26,14:31:42,Sales,Inventory,Dudley Group,51666.85,Debit,Troy Nielsen,Repurpose dynamic content,Tuesday,False,14,8,26
JE106596,0.0,,,0.3728,normal,0.1864,Low,2025-01-06,11:20:46,Marketing,Accounts Payable,"Reid, Ferguson and Sanchez",29140.62,Credit,Clifford Ford,Embrace dynamic e-tailers,Monday,False,11,1,6
JE105715,0.0,,,0.3727,normal,0.1863,Low,2025-06-17,09:54:59,Sales,Rent,Dudley Group,146171.67,Credit,Linda Burns,Extend cross-media e-markets,Tuesday,False,9,6,17
JE105520,0.0,,,0.3727,normal,0.1863,Low,2025-10-01,12:53:32,Sales,Consulting Fees,Doyle Ltd,28301.34,Credit,Andre Rivera,Envisioneer leading-edge systems,Wednesday,False,12,10,1
JE104564,0.0,,,0.3727,normal,0.1863,Low,2025-04-08,10:33:08,Operations,Consulting Fees,Wilkerson-Day,66953.32,Credit,Diana Washington,E-enable extensible vortals,Tuesday,False,10,4,8
JE106320,0.0,,,0.3726,normal,0.1863,Low,2025-08-20,15:59:30,Operations,Consulting Fees,Wilkerson-Day,56900.22,Debit,Jack Galloway,Synergize clicks-and-mortar communities,Wednesday,False,15,8,20
JE100597,0.0,,,0.3727,normal,0.1863,Low,2025-09-04,16:00:32,IT,Travel & Expense,Blair PLC,13106.56,Debit,Jack Galloway,Exploit end-to-end e-business,Thursday,False,16,9,4
JE105212,0.0,,,0.3726,normal,0.1863,Low,2025-03-31,08:21:52,Operations,Inventory,"Adams, Zuniga and Wong",20411.36,Credit,Andre Rivera,Whiteboard open-source platforms,Monday,False,8,3,31
JE105230,0.0,,,0.3726,normal,0.1863,Low,2025-05-05,16:21:48,IT,Utilities,"Reid, Ferguson and Sanchez",24216.06,Credit,David Brown,Productize bricks-and-clicks communities,Monday,False,16,5,5
JE107576,0.0,,,0.3724,normal,0.1862,Low,2025-12-10,20:56:04,Finance,Utilities,"Snyder, Campos and Callahan",7451.65,Credit,Vanessa Patel,Facilitate extensible mindshare,Wednesday,False,20,12,10
JE106679,0.0,,,0.3725,normal,0.1862,Low,2025-09-03,11:16:00,Sales,Travel & Expense,"Reid, Ferguson and Sanchez",10821.94,Credit,Angela Morton,Empower virtual supply-chains,Wednesday,False,11,9,3
JE105404,0.0,,,0.3724,normal,0.1862,Low,2025-07-21,12:56:32,Marketing,Consulting Fees,Wilkerson-Day,62796.0,Credit,Nicholas Mcbride,Enhance clicks-and-mortar architectures,Monday,False,12,7,21
JE104287,0.0,,,0.3724,normal,0.1862,Low,2025-02-03,08:37:33,Procurement,Office Supplies,Dudley Group,11932.12,Credit,Angela Dennis,Repurpose mission-critical e-tailers,Monday,False,8,2,3
JE104773,0.0,,,0.3723,normal,0.1862,Low,2025-06-11,08:38:14,HR,Office Supplies,Wilkerson-Day,20714.71,Credit,Clifford Ford,Exploit strategic convergence,Wednesday,False,8,6,11
JE106319,0.0,,,0.3722,normal,0.1861,Low,2025-10-22,14:39:13,Finance,Marketing Spend,Dudley Group,24208.47,Credit,Julian Chapman,E-enable granular info-mediaries,Wednesday,False,14,10,22
JE105687,0.0,,,0.3722,normal,0.1861,Low,2025-02-06,08:17:49,Marketing,Office Supplies,Burton Ltd,28095.88,Debit,David Brown,Revolutionize robust initiatives,Thursday,False,8,2,6
JE100368,0.0,,,0.3721,normal,0.186,Low,2025-10-30,08:08:20,Sales,Accounts Receivable,"Reid, Ferguson and Sanchez",15094.74,Debit,Vanessa Patel,Grow bricks-and-clicks mindshare,Thursday,False,8,10,30
JE106397,0.0,,,0.3721,normal,0.186,Low,2025-04-09,16:22:32,Procurement,Travel & Expense,Burton Ltd,15902.32,Debit,Julian Chapman,Whiteboard back-end experiences,Wednesday,False,16,4,9
JE104939,0.0,,,0.3718,normal,0.1859,Low,2025-12-17,10:48:39,Finance,Marketing Spend,"Romero, Gonzalez and Brooks",24517.61,Credit,Tanya Campos,Disintermediate robust interfaces,Wednesday,False,10,12,17
JE100995,0.0,,,0.3716,normal,0.1858,Low,2025-07-09,13:41:29,Procurement,Accounts Receivable,Burton Ltd,9090.59,Debit,Jacqueline Lam,Grow 24/7 action-items,Wednesday,False,13,7,9
JE103312,0.0,,,0.3717,normal,0.1858,Low,2025-03-20,13:07:13,IT,Payroll,"Romero, Gonzalez and Brooks",56339.7,Credit,Miranda Khan,Streamline clicks-and-mortar markets,Thursday,False,13,3,20
JE101596,0.0,,,0.3717,normal,0.1858,Low,2025-12-03,19:56:19,HR,Office Supplies,Carlson-Cruz,9053.8,Credit,Matthew Lucas,Architect robust schemas,Wednesday,False,19,12,3
JE101260,0.0,,,0.3715,normal,0.1858,Low,2025-10-20,08:20:04,Sales,Inventory,Wilkerson-Day,34037.52,Debit,Julian Chapman,Maximize b2b initiatives,Monday,False,8,10,20
JE101568,0.0,,,0.3717,normal,0.1858,Low,2025-06-30,13:04:58,Finance,Payroll,Burton Ltd,58243.48,Debit,Andre Rivera,Deploy b2b communities,Monday,False,13,6,30
JE101298,0.0,,,0.3713,normal,0.1856,Low,2025-12-30,09:12:18,Sales,Accounts Payable,Wilkerson-Day,12973.55,Credit,Clifford Ford,Deliver impactful functionalities,Tuesday,False,9,12,30
JE100975,0.0,,,0.3713,normal,0.1856,Low,2025-07-29,09:37:03,Marketing,Utilities,Morales-Jones,12000.62,Debit,Jacqueline Lam,Streamline synergistic synergies,Tuesday,False,9,7,29
JE104364,0.0,,,0.3711,normal,0.1856,Low,2025-03-03,09:32:31,Operations,Accounts Receivable,"Walter, Edwards and Rios",27270.09,Debit,Dana Kennedy,Synergize rich web-readiness,Monday,False,9,3,3
JE107615,0.0,,,0.3711,normal,0.1856,Low,2025-07-29,14:32:50,Finance,Inventory,"Walter, Edwards and Rios",74282.77,Credit,Nicholas Mcbride,Visualize revolutionary functionalities,Tuesday,False,14,7,29
JE105823,0.0,,,0.371,normal,0.1855,Low,2025-12-08,16:50:52,HR,Rent,Dudley Group,68722.77,Credit,Linda Burns,Engineer transparent functionalities,Monday,False,16,12,8
JE107937,0.0,,,0.3709,normal,0.1854,Low,2025-06-27,11:14:10,IT,Accounts Receivable,Rodriguez-Graham,4946.92,Credit,David Brown,Benchmark turn-key vortals,Friday,False,11,6,27
JE100234,0.0,,,0.3708,normal,0.1854,Low,2025-08-18,15:36:08,HR,Inventory,Wilkerson-Day,25268.23,Credit,Matthew Lucas,Transition holistic infrastructures,Monday,False,15,8,18
JE107944,0.0,,,0.3706,normal,0.1853,Low,2025-12-01,11:29:40,IT,Travel & Expense,James Group,18736.57,Debit,Troy Nielsen,Brand enterprise partnerships,Monday,False,11,12,1
JE103026,0.0,,,0.3706,normal,0.1853,Low,2025-09-10,10:06:08,Marketing,Office Supplies,Morales-Jones,12351.65,Credit,Miranda Khan,E-enable visionary infrastructures,Wednesday,False,10,9,10
JE104389,0.0,,,0.3707,normal,0.1853,Low,2025-05-29,13:19:35,Sales,Accounts Payable,"Romero, Gonzalez and Brooks",16134.64,Debit,Dana Kennedy,Implement plug-and-play paradigms,Thursday,False,13,5,29
JE107085,0.0,,,0.3704,normal,0.1852,Low,2025-04-24,15:27:38,HR,Accounts Receivable,Morales-Jones,12852.91,Credit,Jason Shields,Monetize e-business vortals,Thursday,False,15,4,24
JE105420,0.0,,,0.3702,normal,0.1851,Low,2025-06-09,11:50:24,Marketing,Payroll,Burton Ltd,24955.85,Credit,Joseph Obrien,Extend vertical e-commerce,Monday,False,11,6,9
JE107538,0.0,,,0.3702,normal,0.1851,Low,2025-02-28,14:44:19,Sales,Inventory,"Reid, Ferguson and Sanchez",12125.42,Debit,Clifford Ford,Iterate frictionless architectures,Friday,False,14,2,28
JE100574,0.0,,,0.3702,normal,0.1851,Low,2025-06-04,13:18:48,IT,Utilities,Wilkerson-Day,13443.56,Debit,Diana Washington,Synergize robust metrics,Wednesday,False,13,6,4
JE107146,0.0,,,0.3699,normal,0.185,Low,2025-03-31,12:54:29,Sales,Office Supplies,Dudley Group,19028.28,Credit,Angela Morton,Morph bleeding-edge info-mediaries,Monday,False,12,3,31
JE107353,0.0,,,0.37,normal,0.185,Low,2025-11-10,16:34:15,HR,Accounts Receivable,Morales-Jones,11665.27,Debit,Joseph Obrien,Redefine global users,Monday,False,16,11,10
JE106873,0.0,,,0.3701,normal,0.185,Low,2025-07-21,12:51:08,Sales,Utilities,Dudley Group,7637.63,Debit,Cynthia Allen,Reinvent mission-critical infrastructures,Monday,False,12,7,21
JE101566,0.0,,,0.3699,normal,0.185,Low,2025-10-22,10:15:21,Operations,Office Supplies,Morales-Jones,13031.72,Debit,Andre Rivera,Engage strategic content,Wednesday,False,10,10,22
JE107787,0.0,,,0.3697,normal,0.1848,Low,2025-03-14,20:10:13,Sales,Travel & Expense,James Group,15817.89,Debit,Michael Brown,Productize cross-media solutions,Friday,False,20,3,14
JE104421,0.0,,,0.3695,normal,0.1848,Low,2025-08-01,12:07:06,IT,Consulting Fees,Doyle Ltd,119008.52,Debit,Julian Chapman,Synergize robust web services,Friday,False,12,8,1
