transaction_id,ml_anomaly_score,ml_flag
JE107618,0.457,anomaly
JE102451,0.2157,normal
JE106149,0.3261,normal
JE104282,0.1879,normal
JE101790,0.1516,normal
JE101097,0.4068,normal
JE104511,0.2217,normal
JE106563,0.1544,normal
JE106383,0.1845,normal
JE106340,0.2119,normal
JE106063,0.1587,normal
JE102254,0.1166,normal
JE100961,0.2032,normal
JE104409,0.2998,normal
JE103208,0.1694,normal
JE105554,0.267,normal
JE101158,0.4169,normal
JE102499,0.4398,anomaly
JE105674,0.4269,normal
JE102375,0.3402,normal
JE102747,0.2427,normal
JE100604,0.3362,normal
JE105036,0.309,normal
JE103033,0.4045,normal
JE107999,0.2747,normal
JE103112,0.1454,normal
JE103195,0.2393,normal
JE106192,0.2511,normal
JE106368,0.2291,normal
JE103300,0.1657,normal
JE106391,0.2119,normal
JE105845,0.3394,normal
JE103038,0.2564,normal
JE100681,0.3482,normal
JE106385,0.2429,normal
JE104096,0.2418,normal
JE100699,0.2728,normal
JE101536,0.2358,normal
JE101083,0.3324,normal
JE104593,0.2444,normal
JE105890,0.1526,normal
JE107729,0.1672,normal
JE107812,0.0674,normal
JE106408,0.1704,normal
JE101691,0.2109,normal
JE101329,0.3004,normal
JE104534,0.1257,normal
JE100690,0.2039,normal
JE105645,0.1583,normal
JE102856,0.3009,normal
JE105607,0.359,normal
JE104706,0.2463,normal
JE107963,0.2199,normal
JE103087,0.1807,normal
JE104311,0.3316,normal
JE100732,0.2115,normal
JE105623,0.2674,normal
JE106136,0.291,normal
JE103127,0.2291,normal
JE106407,0.2847,normal
JE101606,0.2063,normal
JE107136,0.3674,normal
JE104788,0.3682,normal
JE107843,0.1553,normal
JE103390,0.2393,normal
JE103753,0.3618,normal
JE101105,0.159,normal
JE107616,0.2594,normal
JE105487,0.2631,normal
JE100162,0.3903,normal
JE100197,0.1926,normal
JE105622,0.2263,normal
JE102742,0.2075,normal
JE101701,0.1654,normal
JE107896,0.16,normal
JE104004,0.2594,normal
JE105306,0.1956,normal
JE103708,0.2357,normal
JE100411,0.3666,normal
JE101538,0.0977,normal
JE103964,0.2409,normal
JE101732,0.2048,normal
JE100677,0.1886,normal
JE106122,0.2141,normal
JE105429,0.232,normal
JE101387,0.3094,normal
JE106330,0.1388,normal
JE103332,0.2346,normal
JE105707,0.2134,normal
JE102316,0.4388,anomaly
JE103655,0.1697,normal
JE105608,0.3813,normal
JE103218,0.0979,normal
JE103412,0.2365,normal
JE106506,0.3797,normal
JE101284,0.2499,normal
JE107072,0.2038,normal
JE101922,0.1429,normal
JE105170,0.2749,normal
JE104106,0.2364,normal
JE104165,0.2274,normal
JE106734,0.206,normal
JE102662,0.2189,normal
JE107479,0.2349,normal
JE101529,0.1839,normal
JE105284,0.2194,normal
JE107588,0.2276,normal
JE101484,0.2407,normal
JE103977,0.1359,normal
JE105728,0.5069,anomaly
JE106445,0.4812,anomaly
JE101760,0.2093,normal
JE100343,0.2194,normal
JE103200,0.1537,normal
JE102458,0.138,normal
JE102519,0.3808,normal
JE107367,0.2753,normal
JE100128,0.2502,normal
JE102393,0.1788,normal
JE100610,0.162,normal
JE101454,0.4301,normal
JE103063,0.1819,normal
JE104726,0.1762,normal
JE103171,0.2687,normal
JE102745,0.2574,normal
JE101039,0.1639,normal
JE106411,0.0834,normal
JE105273,0.1885,normal
JE103456,0.3591,normal
JE106378,0.1029,normal
JE101772,0.2643,normal
JE102912,0.3141,normal
JE101270,0.1469,normal
JE104069,0.1708,normal
JE100405,0.276,normal
JE102817,0.1103,normal
JE102202,0.4921,anomaly
JE101884,0.1741,normal
JE103710,0.3808,normal
JE103330,0.1297,normal
JE106670,0.2338,normal
JE101724,0.1447,normal
JE105756,0.2593,normal
JE106677,0.2801,normal
JE103198,0.2377,normal
JE100133,0.3073,normal
JE100372,0.2545,normal
JE102191,0.3573,normal
JE107183,0.1055,normal
JE100329,0.2833,normal
JE104842,0.3287,normal
JE102600,0.2435,normal
JE102706,0.2584,normal
JE106038,0.2447,normal
JE105972,0.2454,normal
JE103156,0.195,normal
JE100168,0.3186,normal
JE106100,0.2623,normal
JE101959,0.1504,normal
JE102732,0.2776,normal
JE103587,0.236,normal
JE105417,0.2769,normal
JE105231,0.3521,normal
JE100362,0.3303,normal
JE105094,0.2633,normal
JE105336,0.2032,normal
JE107864,0.27,normal
JE100723,0.3154,normal
JE108124,0.6339,anomaly
JE106012,0.2247,normal
JE105772,0.2961,normal
JE102409,0.2239,normal
JE107299,0.1907,normal
JE104160,0.3161,normal
JE101622,0.3696,normal
JE103180,0.4257,normal
JE105095,0.3186,normal
JE103071,0.1459,normal
JE102007,0.2924,normal
JE105106,0.2398,normal
JE100316,0.1832,normal
JE104836,0.2,normal
JE100215,0.2617,normal
JE102137,0.4696,anomaly
JE104238,0.2247,normal
JE102174,0.3296,normal
JE100659,0.3549,normal
JE103032,0.2752,normal
JE107564,0.1442,normal
JE106963,0.2964,normal
JE105563,0.1425,normal
JE107871,0.278,normal
JE105315,0.2203,normal
JE106050,0.2848,normal
JE103295,0.2128,normal
JE100337,0.3033,normal
JE104139,0.1579,normal
JE104011,0.1983,normal
JE103010,0.3133,normal
JE102110,0.3005,normal
JE100747,0.1966,normal
JE103916,0.133,normal
JE106810,0.2511,normal
JE108120,0.5715,anomaly
JE102468,0.1594,normal
JE106013,0.2324,normal
JE105129,0.203,normal
JE105471,0.319,normal
JE106093,0.1921,normal
JE101982,0.4544,anomaly
JE102269,0.3379,normal
JE104750,0.3903,normal
JE103399,0.4171,normal
JE107788,0.2325,normal
JE106838,0.2144,normal
JE104790,0.1986,normal
JE100290,0.292,normal
JE104359,0.3508,normal
JE101802,0.1551,normal
JE104608,0.2674,normal
JE100921,0.3577,normal
JE102954,0.331,normal
JE101920,0.3101,normal
JE102725,0.2411,normal
JE107293,0.1871,normal
JE101716,0.0804,normal
JE108080,0.8025,anomaly
JE100514,0.1908,normal
JE100846,0.1332,normal
JE102298,0.2631,normal
JE105948,0.274,normal
JE101343,0.3347,normal
JE107823,0.3422,normal
JE102051,0.2362,normal
JE107402,0.0764,normal
JE107493,0.2091,normal
JE104167,0.3986,normal
JE100074,0.3112,normal
JE101490,0.2199,normal
JE107245,0.1591,normal
JE108117,1.0,anomaly
JE103485,0.2131,normal
JE100826,0.221,normal
JE106987,0.4009,normal
JE101813,0.1914,normal
JE100493,0.2348,normal
JE105151,0.322,normal
JE104005,0.3133,normal
JE107865,0.165,normal
JE103376,0.1326,normal
JE106824,0.0981,normal
JE100650,0.2231,normal
JE102902,0.2231,normal
JE107749,0.4444,anomaly
JE104981,0.2315,normal
JE104114,0.3683,normal
JE106917,0.1891,normal
JE100256,0.0209,normal
JE101685,0.2779,normal
JE103744,0.2797,normal
JE107745,0.1977,normal
JE104487,0.3424,normal
JE100869,0.1486,normal
JE102623,0.168,normal
JE100433,0.3176,normal
JE102894,0.2428,normal
JE103084,0.4647,anomaly
JE100774,0.2115,normal
JE107943,0.2633,normal
JE100954,0.2588,normal
JE106211,0.2578,normal
JE104712,0.2059,normal
JE105605,0.1819,normal
JE100743,0.3635,normal
JE102058,0.12,normal
JE107451,0.1572,normal
JE100117,0.3765,normal
JE103573,0.0838,normal
JE102905,0.1408,normal
JE104159,0.0604,normal
JE107268,0.1756,normal
JE107465,0.2755,normal
JE104340,0.1694,normal
JE107554,0.3488,normal
JE106500,0.2157,normal
JE102351,0.2862,normal
JE105232,0.1248,normal
JE107006,0.3495,normal
JE101786,0.2506,normal
JE107249,0.2345,normal
JE103362,0.1774,normal
JE100738,0.2882,normal
JE103450,0.1435,normal
JE100081,0.1701,normal
JE104976,0.0854,normal
JE105120,0.1744,normal
JE104241,0.1872,normal
JE104986,0.2548,normal
JE102018,0.2346,normal
JE107779,0.1987,normal
JE104582,0.2054,normal
JE105148,0.1405,normal
JE100174,0.1654,normal
JE104121,0.2394,normal
JE105327,0.23,normal
JE101167,0.2181,normal
JE100910,0.4192,normal
JE101720,0.2443,normal
JE106455,0.3204,normal
JE105950,0.201,normal
JE103329,0.2068,normal
JE104839,0.199,normal
JE101979,0.1388,normal
JE105127,0.3078,normal
JE107229,0.118,normal
JE101975,0.1873,normal
JE101946,0.3584,normal
JE101421,0.2012,normal
JE103612,0.1309,normal
JE101537,0.3993,normal
JE106388,0.2761,normal
JE102632,0.2119,normal
JE106115,0.4478,anomaly
JE104650,0.3512,normal
JE100185,0.1138,normal
JE104064,0.2032,normal
JE107948,0.2151,normal
JE103518,0.2202,normal
JE106703,0.3383,normal
JE103493,0.1865,normal
JE106594,0.2017,normal
JE101072,0.1451,normal
JE107731,0.3404,normal
JE102317,0.1995,normal
JE105923,0.2227,normal
JE105530,0.1045,normal
JE103641,0.152,normal
JE100933,0.2167,normal
JE101650,0.4308,normal
JE100356,0.182,normal
JE100068,0.2302,normal
JE108106,0.9311,anomaly
JE104341,0.1428,normal
JE103807,0.0795,normal
JE105897,0.2621,normal
JE105649,0.195,normal
JE101818,0.1459,normal
JE103699,0.3077,normal
JE103560,0.3018,normal
JE101253,0.3534,normal
JE104989,0.1754,normal
JE105884,0.1885,normal
JE104299,0.3648,normal
JE101671,0.1992,normal
JE101126,0.2419,normal
JE106825,0.3862,normal
JE100244,0.1677,normal
JE102968,0.2877,normal
JE102589,0.1806,normal
JE108126,0.6607,anomaly
JE101217,0.2449,normal
JE106322,0.2762,normal
JE105260,0.2416,normal
JE107284,0.164,normal
JE106577,0.3043,normal
JE107535,0.2915,normal
JE107594,0.2212,normal
JE102802,0.3618,normal
JE104310,0.1514,normal
JE104113,0.3696,normal
JE106220,0.3661,normal
JE102733,0.3564,normal
JE106446,0.1918,normal
JE105360,0.2999,normal
JE103891,0.1752,normal
JE106049,0.3255,normal
JE107733,0.1481,normal
JE100061,0.2404,normal
JE102129,0.3527,normal
JE104467,0.1171,normal
JE102572,0.3607,normal
JE102163,0.1644,normal
JE103622,0.2083,normal
JE106347,0.1841,normal
JE107206,0.2264,normal
JE107883,0.229,normal
JE100877,0.3752,normal
JE103088,0.3917,normal
JE105207,0.321,normal
JE102153,0.0968,normal
JE105218,0.1244,normal
JE106813,0.225,normal
JE100543,0.3049,normal
JE106681,0.1815,normal
JE105603,0.2668,normal
JE105638,0.2352,normal
JE103062,0.2543,normal
JE106767,0.4378,anomaly
JE107128,0.1563,normal
JE106628,0.1682,normal
JE104987,0.3121,normal
JE106516,0.2573,normal
JE106513,0.1871,normal
JE103565,0.2586,normal
JE106377,0.1394,normal
JE101178,0.3106,normal
JE101491,0.243,normal
JE100946,0.3838,normal
JE101078,0.1523,normal
JE100369,0.1368,normal
JE100563,0.3589,normal
JE101450,0.1893,normal
JE104438,0.2554,normal
JE107457,0.1942,normal
JE100700,0.138,normal
JE101299,0.212,normal
JE101364,0.2259,normal
JE103539,0.2913,normal
JE101380,0.4775,anomaly
JE107007,0.2571,normal
JE102757,0.3675,normal
JE100153,0.2486,normal
JE105236,0.2061,normal
JE107982,0.3305,normal
JE104630,0.3399,normal
JE100229,0.123,normal
JE104537,0.2,normal
JE101954,0.3194,normal
JE107805,0.2185,normal
JE101900,0.1261,normal
JE104745,0.1986,normal
JE105795,0.2982,normal
JE106949,0.1079,normal
JE105517,0.1882,normal
JE102421,0.4409,anomaly
JE101131,0.3228,normal
JE100131,0.1667,normal
JE104665,0.1608,normal
JE101405,0.1449,normal
JE100494,0.3841,normal
JE102790,0.2383,normal
JE107668,0.3187,normal
JE103739,0.2041,normal
JE106258,0.3997,normal
JE101599,0.4032,normal
JE105802,0.3449,normal
JE105791,0.1661,normal
JE100928,0.0912,normal
JE104368,0.4026,normal
JE105404,0.3724,normal
JE107508,0.2962,normal
JE102248,0.2693,normal
JE102951,0.4227,normal
JE101377,0.476,anomaly
JE101103,0.4254,normal
JE102265,0.2872,normal
JE103645,0.1919,normal
JE106191,0.1911,normal
JE100058,0.1872,normal
JE105435,0.2945,normal
JE102493,0.2842,normal
JE107895,0.2091,normal
JE107089,0.0923,normal
JE107475,0.1867,normal
JE102064,0.2406,normal
JE105725,0.2602,normal
JE107747,0.2426,normal
JE101403,0.3338,normal
JE105296,0.1024,normal
JE102371,0.1298,normal
JE103025,0.3841,normal
JE103458,0.1963,normal
JE103791,0.1786,normal
JE102277,0.1427,normal
JE107906,0.1561,normal
JE101794,0.2442,normal
JE103846,0.3339,normal
JE107863,0.4018,normal
JE107649,0.1425,normal
JE104854,0.2566,normal
JE106328,0.2279,normal
JE104088,0.1403,normal
JE103182,0.4287,normal
JE104117,0.1943,normal
JE100042,0.1651,normal
JE105730,0.2262,normal
JE107606,0.1426,normal
JE100839,0.3357,normal
JE105469,0.2529,normal
JE103431,0.3167,normal
JE105017,0.2892,normal
JE104016,0.2464,normal
JE101730,0.2648,normal
JE104374,0.2788,normal
JE100588,0.1411,normal
JE103499,0.1741,normal
JE105815,0.2989,normal
JE105834,0.1462,normal
JE103960,0.2248,normal
JE102959,0.2065,normal
JE105392,0.2333,normal
JE105221,0.2746,normal
JE108018,0.6155,anomaly
JE103364,0.2138,normal
JE107444,0.3203,normal
JE101765,0.2351,normal
JE100714,0.4267,normal
JE103909,0.199,normal
JE100196,0.2343,normal
JE101874,0.3935,normal
JE102017,0.1412,normal
JE107090,0.2541,normal
JE101091,0.1223,normal
JE101448,0.2899,normal
JE104717,0.4016,normal
JE107529,0.171,normal
JE107021,0.3929,normal
JE101645,0.3089,normal
JE103907,0.1675,normal
JE105989,0.2048,normal
JE102688,0.2373,normal
JE104022,0.2325,normal
JE104212,0.15,normal
JE105434,0.299,normal
JE104675,0.0662,normal
JE102426,0.2667,normal
JE100475,0.2603,normal
JE100398,0.2508,normal
JE105951,0.1734,normal
JE105367,0.4131,normal
JE100370,0.2786,normal
JE106770,0.0895,normal
JE103223,0.2353,normal
JE102237,0.1184,normal
JE107556,0.2292,normal
JE107218,0.2451,normal
JE106902,0.1891,normal
JE105539,0.2654,normal
JE106931,0.2718,normal
JE102764,0.3102,normal
JE101766,0.3053,normal
JE100717,0.1374,normal
JE102377,0.4384,anomaly
JE102769,0.174,normal
JE102221,0.2084,normal
JE101690,0.1509,normal
JE106482,0.1675,normal
JE107518,0.1793,normal
JE107223,0.1397,normal
JE107938,0.4481,anomaly
JE103818,0.1559,normal
JE107270,0.4216,normal
JE101239,0.2771,normal
JE104365,0.1709,normal
JE107768,0.1438,normal
JE107423,0.3065,normal
JE107356,0.1905,normal
JE105619,0.1876,normal
JE102463,0.2256,normal
JE105147,0.4316,normal
JE106423,0.2907,normal
JE101837,0.323,normal
JE101612,0.3234,normal
JE107379,0.2674,normal
JE106926,0.3341,normal
JE100161,0.3323,normal
JE107339,0.2965,normal
JE101972,0.2653,normal
JE103179,0.2823,normal
JE102749,0.1962,normal
JE102088,0.2114,normal
JE100450,0.0995,normal
JE101381,0.1465,normal
JE107242,0.0877,normal
JE108028,0.4275,normal
JE106611,0.4417,anomaly
JE107694,0.2031,normal
JE105210,0.145,normal
JE103919,0.1984,normal
JE101110,0.2936,normal
JE106425,0.2247,normal
JE105155,0.2806,normal
JE104640,0.3512,normal
JE107844,0.1713,normal
JE100164,0.1243,normal
JE100445,0.1728,normal
JE100641,0.1921,normal
JE107265,0.1955,normal
JE106762,0.1487,normal
JE106409,0.1616,normal
JE102607,0.1643,normal
JE102734,0.1821,normal
JE101154,0.3205,normal
JE107928,0.2414,normal
JE104222,0.2018,normal
JE101182,0.2609,normal
JE103886,0.2293,normal
JE100736,0.2708,normal
JE101138,0.4133,normal
JE104814,0.0991,normal
JE104317,0.3448,normal
JE102983,0.3118,normal
JE105714,0.1628,normal
JE105323,0.1718,normal
JE104225,0.4265,normal
JE103215,0.2129,normal
JE107400,0.2279,normal
JE100637,0.2276,normal
JE103595,0.2493,normal
JE105675,0.1769,normal
JE100109,0.0984,normal
JE108040,0.6877,anomaly
JE107655,0.3496,normal
JE105982,0.2842,normal
JE100280,0.2154,normal
JE102854,0.1713,normal
JE104849,0.4017,normal
JE102396,0.365,normal
JE105531,0.2492,normal
JE101821,0.0613,normal
JE104943,0.3557,normal
JE108100,0.5777,anomaly
JE100139,0.2194,normal
JE104787,0.122,normal
JE101855,0.2345,normal
JE104535,0.3248,normal
JE101295,0.1252,normal
JE105405,0.2784,normal
JE103440,0.0636,normal
JE104122,0.186,normal
JE106732,0.0771,normal
JE102758,0.1962,normal
JE102837,0.455,anomaly
JE100914,0.2323,normal
JE102154,0.2708,normal
JE106486,0.4501,anomaly
JE102947,0.1774,normal
JE100121,0.3095,normal
JE107572,0.1924,normal
JE101587,0.3227,normal
JE104245,0.2437,normal
JE102722,0.348,normal
JE103342,0.1321,normal
JE100038,0.2744,normal
JE107172,0.2266,normal
JE106153,0.1981,normal
JE102986,0.1448,normal
JE101247,0.3364,normal
JE106386,0.3946,normal
JE106303,0.3241,normal
JE101245,0.1742,normal
JE105694,0.2252,normal
JE100246,0.3324,normal
JE103625,0.2714,normal
JE107443,0.2854,normal
JE103077,0.2078,normal
JE101848,0.2589,normal
JE107666,0.434,normal
JE108006,0.159,normal
JE100241,0.3671,normal
JE104948,0.2756,normal
JE102196,0.1891,normal
JE103954,0.2422,normal
JE102030,0.1293,normal
JE108054,0.8478,anomaly
JE106431,0.1058,normal
JE100194,0.1588,normal
JE105311,0.2198,normal
JE101727,0.2433,normal
JE107363,0.0634,normal
JE104689,0.323,normal
JE102080,0.2563,normal
JE107350,0.1967,normal
JE100036,0.1871,normal
JE100632,0.3073,normal
JE101722,0.2192,normal
JE107287,0.307,normal
JE107246,0.277,normal
JE107158,0.2949,normal
JE102130,0.1821,normal
JE103911,0.3147,normal
JE108135,0.6711,anomaly
JE106147,0.2462,normal
JE101395,0.1291,normal
JE107383,0.225,normal
JE104434,0.2814,normal
JE102502,0.2059,normal
JE101548,0.2056,normal
JE106982,0.2392,normal
JE101057,0.1618,normal
JE107991,0.21,normal
JE102428,0.1818,normal
JE103355,0.1431,normal
JE101543,0.2412,normal
JE101153,0.2132,normal
JE107674,0.2176,normal
JE107780,0.3549,normal
JE101059,0.2206,normal
JE105368,0.2685,normal
JE107455,0.2643,normal
JE103214,0.2132,normal
JE106652,0.2138,normal
JE107727,0.1901,normal
JE101285,0.1846,normal
JE105089,0.268,normal
JE105068,0.1998,normal
JE105076,0.4078,normal
JE107993,0.1829,normal
JE106693,0.3835,normal
JE102784,0.2199,normal
JE103463,0.2252,normal
JE100449,0.2894,normal
JE100208,0.3947,normal
JE102907,0.2701,normal
JE102605,0.2016,normal
JE105015,0.1758,normal
JE100982,0.2956,normal
JE101577,0.2148,normal
JE105741,0.5581,anomaly
JE106264,0.1775,normal
JE107000,0.2431,normal
JE105641,0.3044,normal
JE102956,0.2023,normal
JE104485,0.2045,normal
JE107103,0.1436,normal
JE107801,0.336,normal
JE105840,0.3069,normal
JE108122,0.6815,anomaly
JE106686,0.1938,normal
JE103542,0.2436,normal
JE100596,0.2095,normal
JE106414,0.1628,normal
JE104237,0.1355,normal
JE107410,0.3421,normal
JE106236,0.2588,normal
JE102555,0.1779,normal
JE104589,0.3373,normal
JE101771,0.1304,normal
JE102336,0.2167,normal
JE105325,0.3246,normal
JE101605,0.1666,normal
JE105040,0.1695,normal
JE102946,0.3736,normal
JE103555,0.1698,normal
JE103760,0.2528,normal
JE106773,0.1453,normal
JE101179,0.2833,normal
JE105027,0.45,anomaly
JE107498,0.3432,normal
JE102558,0.1684,normal
JE103837,0.1898,normal
JE101586,0.129,normal
JE107468,0.1834,normal
JE100724,0.1244,normal
JE106841,0.2007,normal
JE107630,0.2121,normal
JE106433,0.2343,normal
JE105192,0.4725,anomaly
JE105705,0.2447,normal
JE104337,0.2605,normal
JE106932,0.2083,normal
JE103554,0.3295,normal
JE104276,0.2862,normal
JE104765,0.301,normal
JE103784,0.1778,normal
JE101936,0.2706,normal
JE107632,0.17,normal
JE107509,0.2337,normal
JE103817,0.1652,normal
JE101336,0.1029,normal
JE102845,0.3176,normal
JE102973,0.1924,normal
JE105797,0.4852,anomaly
JE106696,0.2393,normal
JE104155,0.1678,normal
JE103018,0.2093,normal
JE100767,0.2295,normal
JE101747,0.2937,normal
JE102864,0.2561,normal
JE101009,0.2876,normal
JE107075,0.2891,normal
JE100623,0.3295,normal
JE104057,0.1433,normal
JE102162,0.2589,normal
JE105298,0.1652,normal
JE103120,0.3595,normal
JE103829,0.4626,anomaly
JE104530,0.2398,normal
JE103926,0.3268,normal
JE108114,0.6154,anomaly
JE103561,0.2124,normal
JE102832,0.3383,normal
JE104062,0.1996,normal
JE102909,0.197,normal
JE106023,0.2796,normal
JE106760,0.1612,normal
JE101719,0.1678,normal
JE105174,0.3077,normal
JE104769,0.2622,normal
JE102792,0.3475,normal
JE102622,0.5128,anomaly
JE102171,0.1894,normal
JE100440,0.1244,normal
JE104425,0.2316,normal
JE103385,0.3266,normal
JE103735,0.1457,normal
JE106890,0.2285,normal
JE100542,0.3477,normal
JE103327,0.3281,normal
JE108034,0.4669,anomaly
JE107485,0.1298,normal
JE107548,0.1248,normal
JE103836,0.2164,normal
JE102432,0.1136,normal
JE100513,0.1038,normal
JE105509,0.2416,normal
JE103384,0.1961,normal
JE101086,0.3386,normal
JE107670,0.3166,normal
JE104049,0.087,normal
JE102748,0.2818,normal
JE100692,0.2828,normal
JE102963,0.294,normal
JE106704,0.4266,normal
JE105775,0.2583,normal
JE101456,0.3483,normal
JE103667,0.2303,normal
JE104543,0.2038,normal
JE100917,0.2657,normal
JE102027,0.4329,normal
JE107216,0.2838,normal
JE105437,0.2112,normal
JE107130,0.2496,normal
JE103417,0.3332,normal
JE105662,0.1809,normal
JE104883,0.2573,normal
JE104757,0.3113,normal
JE102982,0.2732,normal
JE104579,0.1798,normal
JE104338,0.1992,normal
JE104248,0.3359,normal
JE101115,0.2972,normal
JE106659,0.3923,normal
JE100799,0.1549,normal
JE104393,0.4784,anomaly
JE104956,0.2043,normal
JE106051,0.2364,normal
JE105025,0.2447,normal
JE104649,0.3187,normal
JE102729,0.1218,normal
JE103675,0.1147,normal
JE101756,0.308,normal
JE103126,0.3081,normal
JE106893,0.3013,normal
JE105300,0.2296,normal
JE101413,0.111,normal
JE104797,0.3809,normal
JE102384,0.1958,normal
JE105397,0.1438,normal
JE106088,0.2516,normal
JE103235,0.3074,normal
JE107112,0.3332,normal
JE107635,0.2049,normal
JE101311,0.152,normal
JE101675,0.2546,normal
JE104469,0.1322,normal
JE106981,0.2462,normal
JE105715,0.3727,normal
JE107002,0.1857,normal
JE100228,0.1173,normal
JE106539,0.2378,normal
JE105729,0.1484,normal
JE104946,0.2102,normal
JE101298,0.3713,normal
JE107404,0.2061,normal
JE104472,0.2417,normal
JE106360,0.2445,normal
JE102212,0.1214,normal
JE107463,0.1482,normal
JE103492,0.2387,normal
JE103654,0.2033,normal
JE102076,0.1064,normal
JE103439,0.2462,normal
JE107951,0.1663,normal
JE103624,0.2508,normal
JE101398,0.1774,normal
JE104127,0.4689,anomaly
JE107070,0.4105,normal
JE107355,0.1501,normal
JE105341,0.1906,normal
JE103357,0.3473,normal
JE104339,0.3731,normal
JE107789,0.3145,normal
JE101390,0.2037,normal
JE104834,0.2035,normal
JE102498,0.0704,normal
JE105578,0.1657,normal
JE107879,0.3363,normal
JE102327,0.1713,normal
JE106331,0.2516,normal
JE104001,0.3441,normal
JE100314,0.2386,normal
JE106750,0.1355,normal
JE103582,0.2608,normal
JE102418,0.2128,normal
JE105522,0.3891,normal
JE107489,0.3598,normal
JE100756,0.4283,normal
JE102713,0.4999,anomaly
JE107838,0.1821,normal
JE106209,0.2117,normal
JE103713,0.2272,normal
JE104201,0.2926,normal
JE102719,0.2375,normal
JE105974,0.2271,normal
JE107628,0.1759,normal
JE106193,0.1084,normal
JE108109,0.435,normal
JE105858,0.2853,normal
JE107486,0.1758,normal
JE100127,0.2283,normal
JE106168,0.3884,normal
JE104917,0.2978,normal
JE107881,0.5067,anomaly
JE105072,0.2134,normal
JE100439,0.2482,normal
JE102223,0.189,normal
JE103191,0.1592,normal
JE103533,0.1818,normal
JE106644,0.4308,normal
JE101273,0.206,normal
JE100286,0.2028,normal
JE102144,0.1394,normal
JE106395,0.2168,normal
JE104522,0.2444,normal
JE101229,0.1751,normal
JE105059,0.2125,normal
JE107849,0.2197,normal
JE102032,0.2908,normal
JE107962,0.2922,normal
JE102013,0.2405,normal
JE107104,0.3873,normal
JE103481,0.2417,normal
JE100172,0.3089,normal
JE108064,0.6326,anomaly
JE107825,0.1881,normal
JE104413,0.2059,normal
JE107702,0.2941,normal
JE102054,0.3466,normal
JE103204,0.4016,normal
JE106164,0.423,normal
JE106096,0.3493,normal
JE102504,0.2424,normal
JE100251,0.2951,normal
JE101668,0.1665,normal
JE104349,0.2548,normal
JE102090,0.4026,normal
JE100049,0.1064,normal
JE100112,0.4271,normal
JE100459,0.2126,normal
JE106387,0.2103,normal
JE107658,0.245,normal
JE101465,0.1733,normal
JE104250,0.1099,normal
JE100613,0.3543,normal
JE105615,0.2332,normal
JE102115,0.1906,normal
JE104833,0.1682,normal
JE106072,0.3327,normal
JE102752,0.2826,normal
JE100673,0.3907,normal
JE100882,0.2316,normal
JE106933,0.1901,normal
JE107092,0.3691,normal
JE103781,0.1397,normal
JE101233,0.1601,normal
JE101159,0.3755,normal
JE106623,0.3216,normal
JE104904,0.1543,normal
JE102754,0.2109,normal
JE105898,0.193,normal
JE102085,0.2187,normal
JE101309,0.171,normal
JE101603,0.1191,normal
JE105212,0.3726,normal
JE106450,0.2269,normal
JE105364,0.1231,normal
JE103993,0.2501,normal
JE104228,0.2723,normal
JE103895,0.2396,normal
JE106154,0.2027,normal
JE103857,0.3763,normal
JE102289,0.1439,normal
JE101441,0.31,normal
JE101338,0.2279,normal
JE106996,0.0862,normal
JE100960,0.2644,normal
JE106567,0.5708,anomaly
JE107396,0.3487,normal
JE103275,0.2086,normal
JE105777,0.0691,normal
JE104687,0.1496,normal
JE100883,0.2471,normal
JE102887,0.221,normal
JE100568,0.2372,normal
JE105400,0.1779,normal
JE104929,0.2629,normal
JE107074,0.2684,normal
JE107955,0.3003,normal
JE106294,0.2663,normal
JE102583,0.184,normal
JE100503,0.2939,normal
JE100345,0.1415,normal
JE106203,0.2772,normal
JE107839,0.1867,normal
JE107411,0.3273,normal
JE100573,0.3349,normal
JE103078,0.0289,normal
JE104240,0.3036,normal
JE100288,0.1732,normal
JE107267,0.2572,normal
JE102467,0.2323,normal
JE104700,0.1072,normal
JE101988,0.2754,normal
JE106929,0.3308,normal
JE106274,0.4434,anomaly
JE108131,0.6862,anomaly
JE103262,0.2684,normal
JE107992,0.3374,normal
JE105695,0.5936,anomaly
JE106583,0.1691,normal
JE103939,0.21,normal
JE105332,0.1898,normal
JE103656,0.2014,normal
JE100930,0.1317,normal
JE107391,0.2911,normal
JE100749,0.1218,normal
JE101789,0.4538,anomaly
JE102672,0.3746,normal
JE107722,0.2603,normal
JE103398,0.3216,normal
JE104251,0.4299,normal
JE104985,0.224,normal
JE102703,0.1797,normal
JE102216,0.2101,normal
JE101065,0.1711,normal
JE101382,0.2925,normal
JE104569,0.2462,normal
JE100518,0.4995,anomaly
JE105241,0.3634,normal
JE104105,0.3161,normal
JE103468,0.1979,normal
JE100230,0.1181,normal
JE102576,0.208,normal
JE108093,0.5131,anomaly
JE102176,0.3158,normal
JE105621,0.1829,normal
JE104006,0.1774,normal
JE100802,0.2042,normal
JE107710,0.1519,normal
JE104937,0.2304,normal
JE102078,0.3267,normal
JE108023,0.4422,anomaly
JE103691,0.2232,normal
JE107167,0.3533,normal
JE108096,0.446,anomaly
JE102643,0.2171,normal
JE105391,0.1787,normal
JE104007,0.3089,normal
JE106030,0.2537,normal
JE107907,0.347,normal
JE101363,0.276,normal
JE106111,0.2886,normal
JE101255,0.1417,normal
